evidence_id,claim_number,evidence_type,uri,source,captured_at,pii_redaction_applied
af316b30-8435-4ba3-3008-53f8fffe9b0c,CA-2026-1000010,photo,onelake://claims/CA-2026-1000010/photo.jpg,claimant-upload,2025-12-22T05:32:47Z,true
9c705f44-2861-4121-d83c-472e566aa93b,CA-2026-1000011,photo,onelake://claims/CA-2026-1000011/photo.jpg,claimant-upload,2026-07-14T17:53:40Z,true
1a327579-948d-43a0-d637-a021c0e09a48,CA-2026-1000012,photo,onelake://claims/CA-2026-1000012/photo.jpg,claimant-upload,2026-02-09T14:14:56Z,true
45444ed9-4574-4997-04a5-0bd8274b9c59,CA-2026-1000013,photo,onelake://claims/CA-2026-1000013/photo.jpg,claimant-upload,2026-04-15T07:06:58Z,true
b1208b5e-77f2-4034-4460-7dc18482d70b,CA-2026-1000013,blackbox-telemetry,onelake://claims/CA-2026-1000013/clip,telematics,2026-04-14T07:06:58Z,true
50f68217-7177-4385-9b58-28b0037daff6,CA-2026-1000014,photo,onelake://claims/CA-2026-1000014/photo.jpg,claimant-upload,2025-07-05T09:24:47Z,true
c42077ac-fff0-4327-4094-715536534bb9,CA-2026-1000015,photo,onelake://claims/CA-2026-1000015/photo.jpg,claimant-upload,2026-06-17T00:00:51Z,true
ff5706dc-1fa1-4a46-8c59-d74effc8e1f5,CA-2026-1000016,photo,onelake://claims/CA-2026-1000016/photo.jpg,claimant-upload,2025-12-22T06:05:35Z,true
1bf10062-ed06-41fa-d208-0f6c392c609f,CA-2026-1000017,photo,onelake://claims/CA-2026-1000017/photo.jpg,claimant-upload,2026-01-17T18:29:55Z,true
9fb5caa5-d130-4a02-511b-93958c025eb7,CA-2026-1000018,photo,onelake://claims/CA-2026-1000018/photo.jpg,claimant-upload,2025-11-13T18:33:45Z,true
b74584eb-ed9d-4f82-fc3b-cc2262c4279b,CA-2026-1000019,photo,onelake://claims/CA-2026-1000019/photo.jpg,claimant-upload,2025-12-15T22:45:12Z,true
a653065b-9788-4d96-ffe6-32c0f410f48c,CA-2026-1000020,photo,onelake://claims/CA-2026-1000020/photo.jpg,claimant-upload,2025-09-26T13:26:20Z,true
9e10151f-aaca-424d-628b-d3da29fb482a,CA-2026-1000021,photo,onelake://claims/CA-2026-1000021/photo.jpg,claimant-upload,2026-03-01T17:15:36Z,true
e03b3cb2-f82a-4356-38c3-c4b941c5059e,CA-2026-1000022,photo,onelake://claims/CA-2026-1000022/photo.jpg,claimant-upload,2026-04-04T13:53:50Z,true
77a8e34b-c5e9-4de9-6de5-ef7763045f89,CA-2026-1000023,photo,onelake://claims/CA-2026-1000023/photo.jpg,claimant-upload,2026-08-08T16:20:49Z,true
e5c569c0-a54a-45c0-830e-a7620cb9d7de,CA-2026-1000024,photo,onelake://claims/CA-2026-1000024/photo.jpg,claimant-upload,2026-08-15T21:18:51Z,true
d8ca1987-412b-4088-e9e2-18912cc232b5,CA-2026-1000024,blackbox-telemetry,onelake://claims/CA-2026-1000024/clip,telematics,2026-08-15T21:18:51Z,true
45460df8-e2fa-4e26-e939-920a04f04f64,CA-2026-1000025,photo,onelake://claims/CA-2026-1000025/photo.jpg,claimant-upload,2026-02-11T04:24:42Z,true
eafedeed-0863-484e-d3ce-4a7fcd066ab3,CA-2026-1000026,photo,onelake://claims/CA-2026-1000026/photo.jpg,claimant-upload,2026-07-24T01:57:41Z,true
e53f2dce-d728-4008-47ca-bc22d1ae76ae,CA-2026-1000026,blackbox-telemetry,onelake://claims/CA-2026-1000026/clip,telematics,2026-07-21T01:57:41Z,true
90130ce2-a848-4820-2869-b9227df75136,CA-2026-1000027,photo,onelake://claims/CA-2026-1000027/photo.jpg,claimant-upload,2026-01-26T09:06:29Z,true
ad618aec-fd5e-4a96-73d0-1533baf704ee,CA-2026-1000027,dashcam-clip,onelake://claims/CA-2026-1000027/clip,telematics,2026-01-23T09:06:29Z,true
e4081b21-2562-4e48-f47a-32862ba6e61e,CA-2026-1000028,photo,onelake://claims/CA-2026-1000028/photo.jpg,claimant-upload,2025-06-28T04:24:04Z,true
7cfbfcec-9553-4572-f9be-b7a5f297fd8b,CA-2026-1000029,photo,onelake://claims/CA-2026-1000029/photo.jpg,claimant-upload,2026-03-02T21:23:52Z,true
005f4fe4-7e42-4049-7315-9974b9a6bae0,CA-2026-1000029,blackbox-telemetry,onelake://claims/CA-2026-1000029/clip,telematics,2026-02-28T21:23:52Z,true
a54030ff-b08a-44e0-6c5e-6e8fcb705ba1,CA-2026-1000030,photo,onelake://claims/CA-2026-1000030/photo.jpg,claimant-upload,2026-06-20T15:43:01Z,true
2c0b63e5-f15a-4cf6-1a88-36bbef101d71,CA-2026-1000031,photo,onelake://claims/CA-2026-1000031/photo.jpg,claimant-upload,2025-12-27T02:35:37Z,true
16816b7c-3fba-4616-3a61-34bd8b1716a0,CA-2026-1000032,photo,onelake://claims/CA-2026-1000032/photo.jpg,claimant-upload,2026-06-28T20:39:13Z,true
678c104e-1956-414c-1374-866cdc813aac,CA-2026-1000033,photo,onelake://claims/CA-2026-1000033/photo.jpg,claimant-upload,2026-06-12T17:41:40Z,true
7fcb9597-2784-497e-6308-95b1d4779ebf,CA-2026-1000034,photo,onelake://claims/CA-2026-1000034/photo.jpg,claimant-upload,2025-12-28T15:04:39Z,true
b3d6e994-9e84-464b-965d-64d81f667e38,CA-2026-1000035,photo,onelake://claims/CA-2026-1000035/photo.jpg,claimant-upload,2025-12-23T11:49:00Z,true
c908917e-e50f-4c42-3b2b-5ce79de153c1,CA-2026-1000035,blackbox-telemetry,onelake://claims/CA-2026-1000035/clip,telematics,2025-12-23T11:49:00Z,true
77b3899a-7bf7-4562-94ac-685f431796ae,CA-2026-1000036,photo,onelake://claims/CA-2026-1000036/photo.jpg,claimant-upload,2026-01-04T13:19:59Z,true
b4e856b8-a0bf-4a91-edda-3e56923252af,CA-2026-1000036,blackbox-telemetry,onelake://claims/CA-2026-1000036/clip,telematics,2026-01-02T13:19:59Z,true
420c6bb4-925b-4006-80af-9b8b9b093af5,CA-2026-1000037,photo,onelake://claims/CA-2026-1000037/photo.jpg,claimant-upload,2025-10-30T11:08:45Z,true
dfd6d123-d6ad-4e80-d1a4-c35c3f725bd0,CA-2026-1000038,photo,onelake://claims/CA-2026-1000038/photo.jpg,claimant-upload,2026-06-22T14:32:56Z,true
a8715449-4bea-42c0-c5da-ed534f057141,CA-2026-1000038,blackbox-telemetry,onelake://claims/CA-2026-1000038/clip,telematics,2026-06-19T14:32:56Z,true
d15d388d-00e1-4225-10ba-dde90db082ff,CA-2026-1000039,photo,onelake://claims/CA-2026-1000039/photo.jpg,claimant-upload,2025-11-20T06:39:40Z,true
bce0b89d-1c23-4f60-5ab7-23c7225804c4,CA-2026-1000040,photo,onelake://claims/CA-2026-1000040/photo.jpg,claimant-upload,2026-05-06T18:23:59Z,true
fde5b9a1-f2c6-43f1-9661-0ee28277ac1e,CA-2026-1000041,photo,onelake://claims/CA-2026-1000041/photo.jpg,claimant-upload,2025-10-26T20:05:22Z,true
a79e5242-a7f1-4a91-ad9e-ca78725d32ee,CA-2026-1000041,blackbox-telemetry,onelake://claims/CA-2026-1000041/clip,telematics,2025-10-26T20:05:22Z,true
d733f5ec-6f47-4cf3-1b79-ea06ff4169e4,CA-2026-1000042,photo,onelake://claims/CA-2026-1000042/photo.jpg,claimant-upload,2025-12-14T17:08:43Z,true
354b1429-8579-4990-3eae-4d1791cd0c9a,CA-2026-1000043,photo,onelake://claims/CA-2026-1000043/photo.jpg,claimant-upload,2026-01-06T10:15:09Z,true
63e0878b-d363-4f78-1512-d6436e812822,CA-2026-1000044,photo,onelake://claims/CA-2026-1000044/photo.jpg,claimant-upload,2025-12-11T09:24:08Z,true
5537eed2-b067-4c6a-554e-6cd376a76247,CA-2026-1000045,photo,onelake://claims/CA-2026-1000045/photo.jpg,claimant-upload,2026-04-06T11:09:30Z,true
f534bb36-5cab-442c-1be2-419dcb68bad4,CA-2026-1000045,blackbox-telemetry,onelake://claims/CA-2026-1000045/clip,telematics,2026-04-03T11:09:30Z,true
e5b65495-641a-4ddb-9d49-ab655d1f1b6f,CA-2026-1000046,photo,onelake://claims/CA-2026-1000046/photo.jpg,claimant-upload,2026-04-25T11:16:39Z,true
46526ed8-0925-4626-eb68-db8bdd42cc4a,CA-2026-1000047,photo,onelake://claims/CA-2026-1000047/photo.jpg,claimant-upload,2026-07-05T00:52:52Z,true
0e10d88e-8239-4550-5f2e-1fe923ea71cb,CA-2026-1000047,blackbox-telemetry,onelake://claims/CA-2026-1000047/clip,telematics,2026-07-04T00:52:52Z,true
64bdf02c-f474-4322-f46c-c58b526e86fb,CA-2026-1000048,photo,onelake://claims/CA-2026-1000048/photo.jpg,claimant-upload,2026-02-13T10:44:31Z,true
4e55c7a8-c869-4b9a-901f-d26afd633a3d,CA-2026-1000049,photo,onelake://claims/CA-2026-1000049/photo.jpg,claimant-upload,2026-07-17T15:59:57Z,true
5da65648-cd85-418d-8092-c1feffc23ede,CA-2026-1000049,blackbox-telemetry,onelake://claims/CA-2026-1000049/clip,telematics,2026-07-15T15:59:57Z,true
e9f91f2c-3f62-41bb-03f3-c104fd38f635,CA-2026-1000050,photo,onelake://claims/CA-2026-1000050/photo.jpg,claimant-upload,2026-03-01T14:10:37Z,true
97e8a2d0-2463-42e4-08ad-f5dbadefd7a6,CA-2026-1000050,dashcam-clip,onelake://claims/CA-2026-1000050/clip,telematics,2026-03-01T14:10:37Z,true
1b87ac11-ed86-4ad8-505a-2f54016387ba,CA-2026-1000051,photo,onelake://claims/CA-2026-1000051/photo.jpg,claimant-upload,2025-11-08T02:53:24Z,true
dd4e56d3-5320-4e5c-d17d-5c6406779ed9,CA-2026-1000052,photo,onelake://claims/CA-2026-1000052/photo.jpg,claimant-upload,2025-08-22T23:09:48Z,true
09c069e3-b62d-4cf8-0388-d371d54b7374,CA-2026-1000053,photo,onelake://claims/CA-2026-1000053/photo.jpg,claimant-upload,2026-07-02T07:01:57Z,true
867feac1-7bd8-46be-9c84-fb4abb2d1c76,CA-2026-1000054,photo,onelake://claims/CA-2026-1000054/photo.jpg,claimant-upload,2026-03-31T07:18:46Z,true
91b31c59-7c21-4746-4d37-0a1beb1dbd04,CA-2026-1000054,dashcam-clip,onelake://claims/CA-2026-1000054/clip,telematics,2026-03-28T07:18:46Z,true
932246c2-c93d-4274-c61c-f449152274ea,CA-2026-1000055,photo,onelake://claims/CA-2026-1000055/photo.jpg,claimant-upload,2026-07-06T10:12:00Z,true
93c5fd77-b806-400a-01fc-24ae858f719e,CA-2026-1000055,dashcam-clip,onelake://claims/CA-2026-1000055/clip,telematics,2026-07-06T10:12:00Z,true
28734df7-e0c8-43e0-70e5-8c2f74e3b4a3,CA-2026-1000056,photo,onelake://claims/CA-2026-1000056/photo.jpg,claimant-upload,2026-03-06T06:25:18Z,true
25eb9979-27aa-4a19-5428-69ec955bbe0b,CA-2026-1000056,blackbox-telemetry,onelake://claims/CA-2026-1000056/clip,telematics,2026-03-03T06:25:18Z,true
477f937f-3958-4fb7-4c41-bdf916a4b35e,CA-2026-1000057,photo,onelake://claims/CA-2026-1000057/photo.jpg,claimant-upload,2026-02-15T04:12:57Z,true
692cc09b-3412-44c0-8c1f-0924b1f504bf,CA-2026-1000058,photo,onelake://claims/CA-2026-1000058/photo.jpg,claimant-upload,2026-06-21T20:31:39Z,true
fc36095b-db4e-4f01-2ccc-ca3510af82ef,CA-2026-1000058,blackbox-telemetry,onelake://claims/CA-2026-1000058/clip,telematics,2026-06-19T20:31:39Z,true
d2286856-0ef5-4901-d65b-117cd8942d78,CA-2026-1000059,photo,onelake://claims/CA-2026-1000059/photo.jpg,claimant-upload,2026-02-12T15:35:53Z,true
a411a398-e135-4e54-8fd2-e075aac7ef59,CA-2026-1000059,dashcam-clip,onelake://claims/CA-2026-1000059/clip,telematics,2026-02-09T15:35:53Z,true
26ccd3b4-c31c-4021-fa4a-954fa8ca171b,CA-2026-1000060,photo,onelake://claims/CA-2026-1000060/photo.jpg,claimant-upload,2025-09-13T06:59:53Z,true
5c985da6-1e65-4211-7559-3ab2e5f34bbd,CA-2026-1000061,photo,onelake://claims/CA-2026-1000061/photo.jpg,claimant-upload,2025-10-21T07:38:11Z,true
e0ca2eba-fda3-4892-8674-43d39bb1fa6f,CA-2026-1000062,photo,onelake://claims/CA-2026-1000062/photo.jpg,claimant-upload,2026-04-09T07:52:14Z,true
4b2be39b-8ca4-4b65-4eae-7e717b92f0ce,CA-2026-1000063,photo,onelake://claims/CA-2026-1000063/photo.jpg,claimant-upload,2025-08-29T19:44:04Z,true
2944c2d4-4d31-47f4-a1f6-dafc457b55f6,CA-2026-1000063,blackbox-telemetry,onelake://claims/CA-2026-1000063/clip,telematics,2025-08-29T19:44:04Z,true
8c34b036-2efc-4299-e207-ce4065893640,CA-2026-1000064,photo,onelake://claims/CA-2026-1000064/photo.jpg,claimant-upload,2026-05-25T21:17:03Z,true
fc3882e7-64f0-4181-b6ee-91fee02b60e9,CA-2026-1000065,photo,onelake://claims/CA-2026-1000065/photo.jpg,claimant-upload,2026-09-21T02:51:00Z,true
f033d280-2835-411f-a9c5-411121b232a1,CA-2026-1000066,photo,onelake://claims/CA-2026-1000066/photo.jpg,claimant-upload,2026-09-13T10:31:58Z,true
3d32fb62-0155-46a5-1528-285c75d92c35,CA-2026-1000067,photo,onelake://claims/CA-2026-1000067/photo.jpg,claimant-upload,2025-08-03T09:19:57Z,true
00a0ef02-9fcf-42ed-551c-7a92f1b70f5d,CA-2026-1000068,photo,onelake://claims/CA-2026-1000068/photo.jpg,claimant-upload,2026-05-29T04:43:20Z,true
6dd639d8-0cd4-488d-9326-45731778b36c,CA-2026-1000069,photo,onelake://claims/CA-2026-1000069/photo.jpg,claimant-upload,2025-09-22T00:18:20Z,true
b5caa231-d360-4d3d-02a1-e35758457630,CA-2026-1000070,photo,onelake://claims/CA-2026-1000070/photo.jpg,claimant-upload,2025-07-07T13:50:15Z,true
7f2e492f-7bc4-47a9-b714-f5c0bdb9d490,CA-2026-1000071,photo,onelake://claims/CA-2026-1000071/photo.jpg,claimant-upload,2025-11-30T10:30:29Z,true
1d8d638e-5f5b-44cb-741c-ccefcebe3bda,CA-2026-1000072,photo,onelake://claims/CA-2026-1000072/photo.jpg,claimant-upload,2025-07-25T00:46:26Z,true
ebc5d831-4ae5-4b0e-208f-78e7c44add3a,CA-2026-1000073,photo,onelake://claims/CA-2026-1000073/photo.jpg,claimant-upload,2026-04-23T05:19:08Z,true
709cb87b-63ee-4f2c-739a-8b544a57101b,CA-2026-1000074,photo,onelake://claims/CA-2026-1000074/photo.jpg,claimant-upload,2025-09-20T00:57:50Z,true
be288791-97c5-4a0a-6bc9-1b993c4106fd,CA-2026-1000074,blackbox-telemetry,onelake://claims/CA-2026-1000074/clip,telematics,2025-09-18T00:57:50Z,true
3edcce69-79e3-40eb-8cf4-52aa07fe0cb0,CA-2026-1000075,photo,onelake://claims/CA-2026-1000075/photo.jpg,claimant-upload,2026-05-16T23:27:21Z,true
956e8943-55bf-4045-2d38-38a978d86db9,CA-2026-1000076,photo,onelake://claims/CA-2026-1000076/photo.jpg,claimant-upload,2025-12-15T09:16:50Z,true
eaa3514d-7ecd-488c-d83d-69f96ce56f0f,CA-2026-1000077,photo,onelake://claims/CA-2026-1000077/photo.jpg,claimant-upload,2026-01-01T13:01:08Z,true
5257a340-09b9-4e5b-40b8-2d860d76f2a6,CA-2026-1000078,photo,onelake://claims/CA-2026-1000078/photo.jpg,claimant-upload,2025-10-02T10:59:31Z,true
03684fef-3540-4dfb-b31d-94fd8b3de4b4,CA-2026-1000079,photo,onelake://claims/CA-2026-1000079/photo.jpg,claimant-upload,2025-10-01T11:08:10Z,true
5606060e-e33b-48fd-afca-2d2a667bdf35,CA-2026-1000079,dashcam-clip,onelake://claims/CA-2026-1000079/clip,telematics,2025-09-28T11:08:10Z,true
d0bb3980-5921-42ba-66de-28119e1a4969,CA-2026-1000080,photo,onelake://claims/CA-2026-1000080/photo.jpg,claimant-upload,2025-08-16T09:35:30Z,true
c1a16f27-6866-4898-d7ff-7e92591ed18a,CA-2026-1000080,blackbox-telemetry,onelake://claims/CA-2026-1000080/clip,telematics,2025-08-16T09:35:30Z,true
9fa34968-7b3a-44f8-5f3a-4da6e353c613,CA-2026-1000081,photo,onelake://claims/CA-2026-1000081/photo.jpg,claimant-upload,2025-08-08T13:02:48Z,true
72b36f2f-3d84-49fc-94ae-c73803debc28,CA-2026-1000081,blackbox-telemetry,onelake://claims/CA-2026-1000081/clip,telematics,2025-08-05T13:02:48Z,true
80454c64-a2f6-4eda-1cd8-23b117dfa723,CA-2026-1000082,photo,onelake://claims/CA-2026-1000082/photo.jpg,claimant-upload,2025-11-28T18:23:26Z,true
7353ae2a-5dca-45f3-59f1-45f86058c3f2,CA-2026-1000082,blackbox-telemetry,onelake://claims/CA-2026-1000082/clip,telematics,2025-11-27T18:23:26Z,true
08b18466-b2fe-46d5-9616-f33e90f7b194,CA-2026-1000083,photo,onelake://claims/CA-2026-1000083/photo.jpg,claimant-upload,2026-05-02T14:21:26Z,true
1478f6ec-2dec-4ea0-6d2f-222a7586acb2,CA-2026-1000084,photo,onelake://claims/CA-2026-1000084/photo.jpg,claimant-upload,2026-01-18T00:37:57Z,true
bac964b1-abfa-48c4-0a2c-bf6ba30d4c4a,CA-2026-1000085,photo,onelake://claims/CA-2026-1000085/photo.jpg,claimant-upload,2026-02-13T03:56:49Z,true
350dd228-e814-406c-cb71-aff5e26c7fee,CA-2026-1000086,photo,onelake://claims/CA-2026-1000086/photo.jpg,claimant-upload,2025-12-12T13:58:14Z,true
a3611a0f-df85-4c02-d7f5-92709f1a7455,CA-2026-1000086,blackbox-telemetry,onelake://claims/CA-2026-1000086/clip,telematics,2025-12-11T13:58:14Z,true
802743aa-4efe-4237-f47c-3ffb186a64a7,CA-2026-1000087,photo,onelake://claims/CA-2026-1000087/photo.jpg,claimant-upload,2025-07-07T22:13:31Z,true
827823c3-9459-4b3d-4567-b7696b1820d3,CA-2026-1000087,blackbox-telemetry,onelake://claims/CA-2026-1000087/clip,telematics,2025-07-07T22:13:31Z,true
bb555f60-e3a7-4fcc-0786-33c60d8a74ec,CA-2026-1000088,photo,onelake://claims/CA-2026-1000088/photo.jpg,claimant-upload,2026-02-23T22:04:02Z,true
2715ad57-78a0-4e7c-2544-4d4af6f8ff5d,CA-2026-1000088,blackbox-telemetry,onelake://claims/CA-2026-1000088/clip,telematics,2026-02-20T22:04:02Z,true
94809a0e-2053-40d8-62a2-2a577260c8c7,CA-2026-1000089,photo,onelake://claims/CA-2026-1000089/photo.jpg,claimant-upload,2026-06-16T10:43:38Z,true
74a6c754-038c-471c-7324-4bab8dd5771a,CA-2026-1000090,photo,onelake://claims/CA-2026-1000090/photo.jpg,claimant-upload,2026-05-20T02:04:15Z,true
4bb2644c-2480-4e0f-e853-d2f29279a43f,CA-2026-1000090,dashcam-clip,onelake://claims/CA-2026-1000090/clip,telematics,2026-05-20T02:04:15Z,true
47c27ca4-2027-4716-266b-34acf1b9e1cd,CA-2026-1000091,photo,onelake://claims/CA-2026-1000091/photo.jpg,claimant-upload,2026-02-14T14:55:54Z,true
f29c3980-fa18-4b8a-6440-d314f6b8ff53,CA-2026-1000092,photo,onelake://claims/CA-2026-1000092/photo.jpg,claimant-upload,2026-04-11T03:44:35Z,true
49e9ca2f-2d48-40e6-a1ea-1dfe9af6efac,CA-2026-1000092,dashcam-clip,onelake://claims/CA-2026-1000092/clip,telematics,2026-04-11T03:44:35Z,true
d2c5c2bb-395f-47e4-f163-c9de6251bba3,CA-2026-1000093,photo,onelake://claims/CA-2026-1000093/photo.jpg,claimant-upload,2025-08-25T15:57:29Z,true
0d89353d-8862-4844-7412-90615d35b0aa,CA-2026-1000093,dashcam-clip,onelake://claims/CA-2026-1000093/clip,telematics,2025-08-23T15:57:29Z,true
82b18914-7045-4b7e-7753-feed0caacec9,CA-2026-1000094,photo,onelake://claims/CA-2026-1000094/photo.jpg,claimant-upload,2026-06-16T02:47:15Z,true
5e1676fc-21de-44dc-3cdf-d2076f3b20c7,CA-2026-1000095,photo,onelake://claims/CA-2026-1000095/photo.jpg,claimant-upload,2025-07-17T04:03:43Z,true
696bbdd7-6ce6-4ed6-4502-8c4d3d93c41d,CA-2026-1000096,photo,onelake://claims/CA-2026-1000096/photo.jpg,claimant-upload,2025-10-12T17:22:39Z,true
6df77b1b-baed-4c7a-ce3a-3d6f8ff703f4,CA-2026-1000097,photo,onelake://claims/CA-2026-1000097/photo.jpg,claimant-upload,2026-02-26T13:43:42Z,true
002a877a-9d75-42b0-7761-c4d599bac233,CA-2026-1000098,photo,onelake://claims/CA-2026-1000098/photo.jpg,claimant-upload,2026-08-20T08:42:29Z,true
22abcee1-14c1-41a2-aa4b-5d76e827242f,CA-2026-1000099,photo,onelake://claims/CA-2026-1000099/photo.jpg,claimant-upload,2025-11-02T16:32:12Z,true
d3e440c2-18d4-44f2-4214-8b59040e7c02,CA-2026-1000099,dashcam-clip,onelake://claims/CA-2026-1000099/clip,telematics,2025-10-30T16:32:12Z,true
