loss_event_id,location_id,occurred_at,loss_cause,is_first_party,point_of_impact,description
16a9926c-edb7-4600-3135-a782c19e2537,ab56e5c0-1dc0-44b4-71b6-8b133e3a792b,2026-06-11T17:41:40Z,GlassOnly,true,RightSide,
5041f16a-4478-4b0c-0379-816b91f04b11,564f502d-9fe3-4e0e-7cbf-0dc3141e28c5,2025-12-28T15:04:39Z,SingleVehicleRollover,true,Front,
7ceb5ed5-54af-4862-f979-82eb0e1fadab,6ed40f25-f14d-48c9-2d1a-f531788faf86,2025-12-23T11:49:00Z,SingleVehicleRollover,true,Rear,
942c6ffc-606a-47ee-3abd-793a92cbb0e2,614797fa-dc45-4bdd-ba08-9eed70f21035,2026-01-02T13:19:59Z,AnimalStrike,true,LeftSide,
9283a5a0-b735-4995-2734-b132c92b05ee,9002e47e-3548-4628-501d-c90205ade0d7,2025-10-27T11:08:45Z,RearEndCollision,true,RightSide,
a7ff36af-0b6e-4e31-66f9-c3bec95c6b4c,2b47a943-de36-4432-42f6-9251a5c45da0,2026-06-19T14:32:56Z,SingleVehicleRollover,true,RightSide,
e4cd7cb5-efb7-4a30-a590-a81aaf869d6d,4ed661a3-b61c-4c0c-2481-43f6950a7f3c,2025-11-19T06:39:40Z,RearEndCollision,true,RightSide,
e05bdb4f-b438-4d9e-afc9-33d2963c78d7,e86dcb27-cb06-405e-4c0d-9aded9ca890d,2026-05-05T18:23:59Z,RearEndCollision,true,Rollover,
fee22669-a87e-48be-5871-443b51f97b2a,4ed661a3-b61c-4c0c-2481-43f6950a7f3c,2025-10-26T20:05:22Z,Hail,true,Rollover,
08fa6382-4378-4e0b-a2ab-203717e88722,40f8f556-a015-45c3-b675-2cc6e483c57b,2025-12-11T17:08:43Z,RearEndCollision,true,Rear,
839d0d0c-db6a-48a7-9030-d964d76df802,949938b1-6945-4a01-3250-c255f2b4442e,2026-01-03T10:15:09Z,AnimalStrike,true,Multiple,
d41f6bc4-c4cd-413b-ac59-11a00ab7988f,0cb44cad-e0f3-450f-da6e-376f2922246c,2025-12-11T09:24:08Z,Theft,true,Rollover,
b7ed103c-e76a-4f2a-13bf-fbe5e511d653,87d4d03c-6916-4a73-d0c1-bb3de266d7d4,2026-04-03T11:09:30Z,SingleVehicleRollover,true,LeftSide,
57a892e1-f52c-4d47-2ed9-0433ee5821a6,f73121b7-689f-4b65-e183-e81886dfb641,2026-04-24T11:16:39Z,ParkedVehicleHit,true,LeftSide,
4522b298-75eb-4192-691a-a037771c3971,09fcfa07-6037-4c06-2bc5-68840e97c3af,2026-07-04T00:52:52Z,SideImpact,true,Multiple,
c374fe06-797b-451d-cd21-d06bd92eca42,2f6715eb-7197-469b-b3f4-044132143fda,2026-02-13T10:44:31Z,Theft,true,Rollover,
590f100e-4c12-446b-62cc-6a1900b6cff2,2c64c5a2-20d8-4806-7de5-edc1506ecb1e,2026-07-15T15:59:57Z,Theft,true,Rollover,
4afb7053-c95a-4d66-d7bc-61e34e107659,328464f0-7596-4f19-e6ff-38f0cd53d60f,2026-03-01T14:10:37Z,SideImpact,true,Rear,
62a053f6-7e59-4071-8019-6c2b29f26be5,7b4be301-5009-4bac-ba95-2875349aaa01,2025-11-05T02:53:24Z,SideImpact,true,Rear,
f7a1bbc6-1421-491d-8618-e640c3fe9c74,e4abd61e-6829-4b66-fa8a-9636dca537dc,2025-08-19T23:09:48Z,SideImpact,true,Rollover,
ab037918-0549-4ada-f8e3-dc907df748af,fa4d6b80-8a64-4d25-20a3-d2ca3c238301,2026-07-02T07:01:57Z,RearEndCollision,true,RightSide,
8182af28-5ed9-4794-8add-0c65f3d9898c,545afd87-489a-4178-6f86-93225b185182,2026-03-28T07:18:46Z,Hail,true,Front,
cb8aa769-460e-46ea-4554-f7dd5b93250c,88e5879d-44e6-43e6-839f-6d6785f7daa7,2026-07-06T10:12:00Z,Theft,true,Multiple,
eb2e5564-6919-475f-b366-c7d63220ec0d,9ffd217b-011f-47a1-1935-70eccdc3bc66,2026-03-03T06:25:18Z,ParkedVehicleHit,true,Front,
d8b0f7f2-ae79-4322-2aed-fe160833fc92,0cb44cad-e0f3-450f-da6e-376f2922246c,2026-02-14T04:12:57Z,RearEndCollision,true,Rollover,
63ab0f9d-e932-47aa-b032-61604cb1a31d,629981a0-8dd2-4a7f-19ae-cbf6da996047,2026-06-19T20:31:39Z,RearEndCollision,true,RightSide,
78a53842-995f-4f38-eedb-56803a47783b,443f3880-4294-44d5-62fc-7289a353e34f,2026-02-09T15:35:53Z,AnimalStrike,true,Rollover,
04313334-d636-4acf-fcf7-69296ca36ae0,8295721e-3f0c-4fe9-3936-a2b214951251,2025-09-11T06:59:53Z,RearEndCollision,true,LeftSide,
b525ba85-21aa-4ed3-90df-37acf72ba15b,65692246-d7a5-4934-c03e-776ccb0845cb,2025-10-20T07:38:11Z,RearEndCollision,true,Rollover,
d825723e-c5d8-46e3-e71e-4a2adc38b8f4,24e3661c-1478-4091-0fe8-e64ed73bf4cf,2026-04-06T07:52:14Z,ParkedVehicleHit,true,Multiple,
ce999db9-97f3-41e2-65ce-24731981a79d,9f1b2a1b-bba5-4bb6-a2a6-015a48b3a8d0,2025-08-29T19:44:04Z,SideImpact,true,RightSide,
cc2bbe78-10b7-424f-c7e4-f6c6252152a0,9002e47e-3548-4628-501d-c90205ade0d7,2026-05-25T21:17:03Z,Hail,true,Multiple,
bd89226a-6daa-4553-2cb3-32c933af0ee9,0a013d4f-8139-4939-3dc9-113fd148e039,2026-09-18T02:51:00Z,GlassOnly,true,Rollover,
4913c9b2-87d5-44ce-b951-d47c10a981b0,40f8f556-a015-45c3-b675-2cc6e483c57b,2026-09-10T10:31:58Z,SideImpact,true,RightSide,
51f9c8f1-f516-40aa-8191-d3e1b62fd92f,05c7646b-196a-4887-71ed-12e50a25bfe9,2025-07-31T09:19:57Z,RearEndCollision,true,Rear,
4db0e521-78e2-4ad3-152a-67e12597de68,21e276bd-eb3b-4bdd-955d-653ceda81e91,2026-05-29T04:43:20Z,GlassOnly,true,LeftSide,
e4b844dc-0840-4291-6ed1-4e070bee3669,4960db94-ea33-4ad1-d580-3cdeefd4f365,2025-09-21T00:18:20Z,Theft,true,Front,
a505a22e-9392-42f8-cc84-bbc0bb0e486b,1e3f4c4a-1513-4103-d677-bd9fa17200bd,2025-07-06T13:50:15Z,GlassOnly,true,LeftSide,
5a65df7a-a0bc-4f8b-8c54-60e54124680f,15e6f611-50aa-4eb3-db20-97da8eaffc12,2025-11-29T10:30:29Z,Hail,true,Rollover,
3a36ba3c-ec28-41b2-39dc-3dabd3dc062c,40f8f556-a015-45c3-b675-2cc6e483c57b,2025-07-24T00:46:26Z,GlassOnly,true,Multiple,
967c4b52-eb7c-4bdc-680e-554970eab666,92c84180-610e-4b88-1361-caad360d230f,2026-04-22T05:19:08Z,RearEndCollision,true,RightSide,
6ec003d8-f720-48a6-247e-b9f5f8ef5bba,91754532-d6bf-4794-19bb-fc160a0d04ab,2025-09-18T00:57:50Z,ParkedVehicleHit,true,Multiple,
bff5df20-2aca-4b64-d298-b2133419b3ae,5a8a46bd-0571-41a5-6e2d-962b6411118a,2026-05-15T23:27:21Z,RearEndCollision,true,RightSide,
3d76c290-94ec-4d1a-1c61-57787c0661c2,cc10533d-4c55-4319-2036-a903609524f6,2025-12-14T09:16:50Z,RearEndCollision,true,Front,
7ee990ef-3c48-43d9-2f31-6d548ca8e2c1,21e276bd-eb3b-4bdd-955d-653ceda81e91,2025-12-29T13:01:08Z,RearEndCollision,true,RightSide,
40d57e44-e752-410f-44dc-c303b1b9f6a1,e4abd61e-6829-4b66-fa8a-9636dca537dc,2025-09-29T10:59:31Z,Theft,true,Front,
4263ac72-bc92-4014-7791-a9e378d63b7c,4960db94-ea33-4ad1-d580-3cdeefd4f365,2025-09-28T11:08:10Z,SingleVehicleRollover,true,Front,
49ea17c4-efbc-42d8-816e-b6865c444abb,4e9dbcb8-2162-4ee8-3710-2814c78fe5e0,2025-08-16T09:35:30Z,ParkedVehicleHit,true,Front,
f7c0ac36-5ebd-4af3-b91a-b760f78944f4,25c6ade7-2099-429f-338b-9b21afe5dba9,2025-08-05T13:02:48Z,RearEndCollision,true,RightSide,
c398b36d-9a0f-4d66-d0f3-662699255064,94626951-da61-40cf-a20e-af5cd0ad6854,2025-11-27T18:23:26Z,Hail,true,Multiple,
781f2d21-2cab-401d-d45f-4ac1767bcb68,3f277b9c-ab36-48bd-d74f-37138ccdf2f8,2026-04-29T14:21:26Z,RearEndCollision,true,Rear,
88abb98f-0b6d-4fd0-398a-1d3d6146c34b,1c8ab3ad-a91d-4df2-8d25-57d22873f74e,2026-01-18T00:37:57Z,GlassOnly,true,RightSide,
3b0e0c90-4e0a-416e-25d1-eab3b513d913,b1301ac1-72f5-488b-0d54-df592f29564b,2026-02-12T03:56:49Z,SideImpact,true,Front,
ef4dfe43-fc43-4d2b-8917-de98ee02c654,78c9f728-9dbd-4a01-c694-a71445004da7,2025-12-11T13:58:14Z,Hail,true,Rear,
a78868ce-95ee-478c-96b5-06ede3830db4,443f3880-4294-44d5-62fc-7289a353e34f,2025-07-07T22:13:31Z,GlassOnly,true,Rear,
c31d3310-dd0e-4378-7d34-75b1f3d7f822,25c6ade7-2099-429f-338b-9b21afe5dba9,2026-02-20T22:04:02Z,RearEndCollision,true,RightSide,
aafb43ee-1485-4ea9-3d58-dfb4ba6ca82d,1e3f4c4a-1513-4103-d677-bd9fa17200bd,2026-06-13T10:43:38Z,ParkedVehicleHit,true,Rear,
c6bf3a65-1fa8-4e8b-f4cd-1d70a0b65d6d,adbbd058-4904-4e0a-0f1a-b837edff7f28,2026-05-20T02:04:15Z,SideImpact,true,LeftSide,
654a7d2e-d734-4c88-f437-56bfce62a994,949938b1-6945-4a01-3250-c255f2b4442e,2026-02-14T14:55:54Z,ParkedVehicleHit,true,Rear,
340151fd-343c-45e0-514b-9695e07b44c0,25c6ade7-2099-429f-338b-9b21afe5dba9,2026-04-11T03:44:35Z,RearEndCollision,true,LeftSide,
4c11e85f-d518-4dd4-fc53-62d58bbf6e75,0a013d4f-8139-4939-3dc9-113fd148e039,2025-08-23T15:57:29Z,RearEndCollision,true,LeftSide,
52f0a910-db0d-4ee9-ab77-8cb0ab4bf364,605f2991-ed3a-4868-31c5-363569e9374d,2026-06-15T02:47:15Z,Theft,true,Multiple,
7e54427f-77da-47a9-f101-093dbf4e69b8,2fe14302-2c22-438d-1816-aaf8b44bdc75,2025-07-17T04:03:43Z,RearEndCollision,true,Rear,
86c020c9-82a5-47a8-9844-f9c89cac0efd,3b665491-337c-4075-7848-9e9d8c5d774d,2025-10-10T17:22:39Z,RearEndCollision,true,Rollover,
3f5887ad-0c5b-4ed4-7d33-784768d4a2d9,e093e215-1413-4300-710a-ce5a964b58af,2026-02-26T13:43:42Z,SideImpact,true,Rear,
9d020c4d-75ef-4114-59d8-36dd1c10ab31,4673beb9-6cbf-4954-d94d-a9bcb115e524,2026-08-19T08:42:29Z,RearEndCollision,true,Front,
d0983884-6116-4d3c-10ee-de7f64647745,9aa78212-2870-4615-0cb7-f21ee883fb8e,2025-10-30T16:32:12Z,RearEndCollision,true,Multiple,
