location_id,latitude,longitude,address_line,city,state,postal_code
ff8bbf04-450d-413c-19cf-9d8186b87086,36.102,-119.947,7362 Alvarez Ave,San Jose,CA,95113
efed88ed-1e36-4553-e010-9c7a2248bd94,37.0569,-120.4279,4135 Kim Ave,Anaheim,CA,92805
92c84180-610e-4b88-1361-caad360d230f,35.6235,-120.5904,7261 Brown Ave,San Jose,CA,95113
605f2991-ed3a-4868-31c5-363569e9374d,37.3317,-121.8581,671 Garcia Ave,San Jose,CA,95113
31722313-4139-4436-11ee-907686aa024e,33.3494,-121.7181,9609 Garcia Ave,Los Angeles,CA,90012
c0440174-5edb-4eb0-47fc-4b11e250a6b2,34.9763,-118.4121,2097 Martin Ave,Los Angeles,CA,90012
a09f6e80-fecf-4d55-f965-c70925dc334c,37.7921,-120.2635,7223 Alvarez Ave,Anaheim,CA,92805
0cd3cb46-7745-40e6-33c1-913f7c86041a,35.1228,-119.404,8417 Patel Ave,Anaheim,CA,92805
841c05ad-fa9a-450e-689d-8f87776b84c2,37.7324,-122.0009,9332 Park Ave,Long Beach,CA,90802
2b47a943-de36-4432-42f6-9251a5c45da0,32.8589,-121.7874,9503 Cohen Ave,Oakland,CA,94607
0f4a4965-5b22-44ec-8f21-9d95d915a018,33.5627,-120.9012,1146 Reyes Ave,Long Beach,CA,90802
d31a73c5-b86e-481e-3ef8-e05e09dc930f,37.8648,-120.1385,2922 Davis Ave,Fresno,CA,93721
94626951-da61-40cf-a20e-af5cd0ad6854,35.369,-122.2481,1650 Wong Ave,Oakland,CA,94607
4673beb9-6cbf-4954-d94d-a9bcb115e524,33.4923,-120.8426,1663 Park Ave,San Jose,CA,95113
1f0d14fd-c7df-40f8-05b7-05cb0e5d5b65,34.3361,-121.8742,6206 Cohen Ave,Los Angeles,CA,90012
e093e215-1413-4300-710a-ce5a964b58af,34.0733,-119.39,5978 Kim Ave,Oakland,CA,94607
4484cda8-346b-49eb-ddff-fb56716a02c5,37.4409,-122.3022,6970 Lopez Ave,Fresno,CA,93721
4bdced30-dd73-4dbd-05ee-595be5c8e991,38.3098,-117.6226,4789 Hassan Ave,Long Beach,CA,90802
ab56e5c0-1dc0-44b4-71b6-8b133e3a792b,34.5764,-120.4031,2336 Davis Ave,Fresno,CA,93721
0fcb60dd-abaf-437e-9722-eb47f4be619c,37.1901,-117.1487,6605 Kim Ave,Los Angeles,CA,90012
d7abce22-1dee-45a0-5197-cb12067fb77b,36.1197,-119.7758,8233 Brown Ave,San Diego,CA,92101
9aa78212-2870-4615-0cb7-f21ee883fb8e,37.071,-121.5047,843 Garcia Ave,Oakland,CA,94607
7b4be301-5009-4bac-ba95-2875349aaa01,34.5896,-120.0675,1189 Kim Ave,Sacramento,CA,95814
2f6715eb-7197-469b-b3f4-044132143fda,33.7835,-117.4204,9573 Brown Ave,Fresno,CA,93721
4ed661a3-b61c-4c0c-2481-43f6950a7f3c,32.8614,-118.5145,4293 Alvarez Ave,Anaheim,CA,92805
545afd87-489a-4178-6f86-93225b185182,35.6218,-120.2152,8888 Patel Ave,Los Angeles,CA,90012
629981a0-8dd2-4a7f-19ae-cbf6da996047,37.4186,-119.9474,6283 Patel Ave,San Jose,CA,95113
fc22c075-28db-45df-163e-5c18ec77ff6d,36.7659,-122.292,9181 Silva Ave,Long Beach,CA,90802
1c8ab3ad-a91d-4df2-8d25-57d22873f74e,37.1587,-119.8744,7797 Reyes Ave,Long Beach,CA,90802
888541a1-c0ab-456a-9fb5-dbbaae048738,38.0607,-120.9891,5308 Martin Ave,Anaheim,CA,92805
b1301ac1-72f5-488b-0d54-df592f29564b,35.7983,-120.1045,9808 Kim Ave,Anaheim,CA,92805
2e1a7533-a6a9-4cd8-5e9f-249b4f2a1fa3,36.9017,-120.6758,8174 Patel Ave,Sacramento,CA,95814
c57832aa-f81f-48d0-7e4f-10b1027e8f19,33.3052,-118.9842,2626 Cohen Ave,Fresno,CA,93721
a769146c-7f34-45c4-f3cf-7c5cec7a0ffb,33.1469,-122.0281,3385 Wong Ave,Oakland,CA,94607
1a237334-30e2-4e7c-64b9-fffcf3fd4725,37.4271,-118.2513,2708 Kim Ave,Fresno,CA,93721
d9e81602-8152-4c3b-ead7-7dfbb6f07e36,37.7677,-119.6341,5046 Patel Ave,Anaheim,CA,92805
3f741261-cec0-43eb-a0c7-2be0ebc5b68a,38.4812,-120.0985,2185 Martin Ave,San Diego,CA,92101
41f74272-481e-4bb2-47bc-6d288ca8b30e,33.055,-118.3111,8175 Park Ave,Anaheim,CA,92805
fa4d6b80-8a64-4d25-20a3-d2ca3c238301,36.9842,-120.6348,6482 Chen Ave,San Diego,CA,92101
4e9dbcb8-2162-4ee8-3710-2814c78fe5e0,36.5447,-119.2553,6748 Brown Ave,Long Beach,CA,90802
2fe14302-2c22-438d-1816-aaf8b44bdc75,37.0169,-119.677,4148 Nguyen Ave,San Diego,CA,92101
59bd1bff-c2c1-4118-90a0-cf5cf6ce8025,34.4897,-118.4505,4237 Hassan Ave,San Jose,CA,95113
5770b36b-a320-4d73-4788-d03df8ff3f49,37.2325,-119.5204,3636 Chen Ave,Los Angeles,CA,90012
cc10533d-4c55-4319-2036-a903609524f6,36.2783,-122.0639,1776 Nguyen Ave,San Diego,CA,92101
328464f0-7596-4f19-e6ff-38f0cd53d60f,36.345,-119.1632,3103 Reyes Ave,Oakland,CA,94607
9002e47e-3548-4628-501d-c90205ade0d7,38.0533,-120.8653,4478 Kim Ave,Oakland,CA,94607
8e0d13c3-217e-459f-8b36-a71e7a7dc6a7,37.3546,-119.4697,2295 Chen Ave,Long Beach,CA,90802
443f3880-4294-44d5-62fc-7289a353e34f,34.0517,-117.3106,7930 Johnson Ave,Fresno,CA,93721
88e5879d-44e6-43e6-839f-6d6785f7daa7,38.432,-117.3049,9571 Alvarez Ave,San Jose,CA,95113
4e1ffa93-4715-40fa-8193-079fa998d70d,38.3697,-117.3001,3555 Smith Ave,Anaheim,CA,92805
949938b1-6945-4a01-3250-c255f2b4442e,38.5502,-118.7979,616 Smith Ave,San Jose,CA,95113
389eebab-81cc-4869-1403-97ae1c7f236e,35.2202,-118.3758,3161 Khan Ave,Los Angeles,CA,90012
3388d497-c321-446a-51f2-98bc8656b93b,34.603,-120.0787,7960 Silva Ave,Los Angeles,CA,90012
e7a8de05-7610-4ebc-8d61-80f96a584bac,36.1729,-120.4296,1367 Alvarez Ave,San Jose,CA,95113
7e3720e6-5d9f-4619-5ebf-3bf4c0dd6d68,34.3445,-119.1777,454 Alvarez Ave,San Jose,CA,95113
0cb44cad-e0f3-450f-da6e-376f2922246c,38.191,-119.4768,4523 Nguyen Ave,San Diego,CA,92101
955666e4-eaa7-4923-2c2c-7c911da362a6,34.6215,-122.2144,7676 Nguyen Ave,Fresno,CA,93721
3f277b9c-ab36-48bd-d74f-37138ccdf2f8,35.2567,-117.8805,3348 Rossi Ave,Sacramento,CA,95814
0da62c5c-b2cc-4a3a-ab1c-57b5f00eeac3,37.5511,-118.6058,2639 Cohen Ave,San Jose,CA,95113
24e3661c-1478-4091-0fe8-e64ed73bf4cf,37.9102,-117.4266,9064 Chen Ave,Oakland,CA,94607
2ba8a8b6-c4c5-446c-2e4e-63180f913d3d,34.1112,-119.2478,4416 Kim Ave,Los Angeles,CA,90012
95ba8afd-c808-4867-3afd-a3ebd90b5635,32.6345,-118.2587,1171 Nguyen Ave,Long Beach,CA,90802
1e3f4c4a-1513-4103-d677-bd9fa17200bd,36.3201,-118.1442,7012 Johnson Ave,Long Beach,CA,90802
fca4d65f-bcda-4f61-c633-1a169a83617d,33.7868,-119.9615,1017 Wong Ave,Sacramento,CA,95814
25c6ade7-2099-429f-338b-9b21afe5dba9,35.0934,-118.4303,9697 Cohen Ave,Fresno,CA,93721
21e276bd-eb3b-4bdd-955d-653ceda81e91,38.4479,-120.3404,5838 Rossi Ave,San Diego,CA,92101
e86dcb27-cb06-405e-4c0d-9aded9ca890d,36.6794,-121.6373,9357 Lopez Ave,San Jose,CA,95113
24b33b99-8a34-40f1-ccee-dcf22e2416e5,33.4412,-122.0981,9762 Lopez Ave,San Jose,CA,95113
e73fe75f-2068-4cc5-90d3-7ace4802c954,33.1486,-121.7677,1268 Garcia Ave,Sacramento,CA,95814
0a013d4f-8139-4939-3dc9-113fd148e039,33.2775,-120.2747,4235 Kim Ave,Anaheim,CA,92805
4960db94-ea33-4ad1-d580-3cdeefd4f365,35.1447,-122.0209,8253 Hassan Ave,Sacramento,CA,95814
9f1b2a1b-bba5-4bb6-a2a6-015a48b3a8d0,33.2028,-119.652,8485 Reyes Ave,Anaheim,CA,92805
d6ec242b-1206-4010-9401-8f61a0c79085,34.2071,-117.3282,7079 Cohen Ave,Los Angeles,CA,90012
14a6ed21-4051-4cbf-b218-931bd3e38a3d,32.6212,-118.7819,8726 Silva Ave,Los Angeles,CA,90012
7bda1d28-a0f0-482a-112c-79fe90a1edf7,37.7072,-122.0913,1223 Hassan Ave,Oakland,CA,94607
51407b19-15e4-45ef-5e34-e0bb4c362658,34.9246,-120.5492,8123 Kim Ave,San Jose,CA,95113
cd9e2f5a-3441-4b4a-745b-6155c29e846a,32.8759,-117.6614,6162 Brown Ave,Fresno,CA,93721
04ee8212-639b-461e-a54b-b5b3acb57f05,37.8472,-119.877,6257 Nguyen Ave,Long Beach,CA,90802
87d4d03c-6916-4a73-d0c1-bb3de266d7d4,32.5775,-117.521,7974 Cohen Ave,Fresno,CA,93721
61d2bada-da8c-411c-3d8f-095e111a5338,37.2487,-121.2632,4736 Nguyen Ave,Oakland,CA,94607
9f83ab35-ff8c-4142-4a81-2ef8e3e39418,37.9091,-118.1034,2688 Patel Ave,Fresno,CA,93721
2c64c5a2-20d8-4806-7de5-edc1506ecb1e,32.9854,-122.1803,9590 Garcia Ave,San Jose,CA,95113
5c218840-d133-4e9b-9219-14b5607b631b,33.0128,-121.1873,9687 Kim Ave,Long Beach,CA,90802
1d5a9338-1ac2-4271-b038-b66010c86c67,33.6671,-119.7346,6463 Martin Ave,Fresno,CA,93721
917af426-727e-4dd9-a106-809bd0704c5f,33.9416,-118.4085,I-405 N near LAX,Los Angeles,CA,90045
