part_id,damage_id,part_name,damage_severity,labor_hours,part_cost
ff5a8230-0134-4cbe-b32b-a35535f3cf3b,7fa0b8e8-368c-4c0b-5196-aac25f79f21b,Rear Bumper,Minor,0.7,656.49
0933c153-6471-4635-b405-72ebd36f48af,7fa0b8e8-368c-4c0b-5196-aac25f79f21b,Rear Sensor,Minor,2.31,1802.42
4b38de77-c6d5-4194-94bf-30ad67fc76dc,1b606ca9-4a52-426e-8bd8-5fa3c0451089,Rear Sensor,Minor,6.5,156.5
86983f79-0c8a-41ca-d933-919a1eff41b0,1b606ca9-4a52-426e-8bd8-5fa3c0451089,Windshield,Minor,7.04,604.97
11327109-4a06-4848-fabe-9d7356babca4,1b606ca9-4a52-426e-8bd8-5fa3c0451089,Trunk Lid,Minor,5.48,1663.63
b0453bff-934f-4f18-14e3-e4659a5614a7,06cb6861-f54a-465f-0559-272b3b25d1db,Left Quarter Panel,Severe,0.79,353.91
eec5566d-1942-46af-7680-e93ed2937106,06cb6861-f54a-465f-0559-272b3b25d1db,Front Bumper,Severe,7.26,1347.64
4bb346dc-320e-44f6-82ce-d50d77cfc25f,06cb6861-f54a-465f-0559-272b3b25d1db,Hood,Minor,4.39,1153.16
dd036122-a6d3-4ea1-7686-89ffde22da93,06cb6861-f54a-465f-0559-272b3b25d1db,Rear Bumper,Minor,0.79,1493.63
16bc1e6a-6e6a-49a3-44fe-3300ed07116e,06cb6861-f54a-465f-0559-272b3b25d1db,Front Bumper,Moderate,1.27,1893.56
3d18f67d-780f-4aae-b9b7-232f40246039,06cb6861-f54a-465f-0559-272b3b25d1db,Rear Bumper,Moderate,6.14,1409.89
f75d8117-5d40-49e8-2720-c6055e8fc04c,06cb6861-f54a-465f-0559-272b3b25d1db,Rear Sensor,Severe,4.04,1584.75
0d52eaa1-e122-4c36-a265-802fc7bb9815,2c84e312-0738-4ec3-0dc7-aab7a06875b5,Rear Bumper,Severe,5.29,1796.81
d5d0663b-13a4-444f-a97a-7ad805ea534a,2c84e312-0738-4ec3-0dc7-aab7a06875b5,Hood,Minor,7.58,404.71
32466237-4687-4818-6922-485bd198d4f1,2c84e312-0738-4ec3-0dc7-aab7a06875b5,Right Quarter Panel,Severe,2.81,340.31
695a52bc-a311-43bf-aac3-9213f680cb12,2c84e312-0738-4ec3-0dc7-aab7a06875b5,Hood,Minor,5.15,1714.09
6c14a47f-c284-4f52-ed81-6359a4c513bf,2c84e312-0738-4ec3-0dc7-aab7a06875b5,Rear Bumper,Severe,7.4,548.79
8e448a42-a6cd-4d3a-c9a3-369782520a31,2c84e312-0738-4ec3-0dc7-aab7a06875b5,Trunk Lid,Severe,7.5,828.91
76394d9b-cd54-42e2-71e7-0392dfcdfe13,2c84e312-0738-4ec3-0dc7-aab7a06875b5,Rear Sensor,Moderate,7.27,616.95
2baa149f-5f26-4fa3-43be-303425ca7ef3,063d1ae5-75a1-4f2b-2a42-4e73b455bfee,Hood,Severe,4.7,1010.16
a496e00b-912f-45ea-8f53-f77bc7d0518d,063d1ae5-75a1-4f2b-2a42-4e73b455bfee,Rear Sensor,Severe,6.71,566.78
803d5d92-d085-49b2-c072-4967a76c531b,dfa84043-8ec0-4a10-4cce-89152259e679,Left Quarter Panel,Minor,0.87,1224.18
aa381fa8-3136-4353-30bc-2c5006e0ff41,dfa84043-8ec0-4a10-4cce-89152259e679,Tail Light Assy,Minor,4.64,1662.67
7741093b-a6e4-4335-b1c8-7fbfed584a14,dfa84043-8ec0-4a10-4cce-89152259e679,Hood,Moderate,1.97,1627.39
c4e5dd7a-daa0-4c41-0ba5-7da1575bfa90,dfa84043-8ec0-4a10-4cce-89152259e679,Rear Sensor,Severe,4.53,928.1
6e7f148f-cff1-4eb1-11c8-3702385d9bde,dfa84043-8ec0-4a10-4cce-89152259e679,Trunk Lid,Severe,0.76,1278.21
b8504faa-40b2-4bdc-f40f-511d4b28792f,dfa84043-8ec0-4a10-4cce-89152259e679,Right Quarter Panel,Minor,6.91,1805.82
1c7d9227-8675-4804-6201-a9830b978332,dfa84043-8ec0-4a10-4cce-89152259e679,Right Quarter Panel,Severe,5.81,1029.91
a86ede87-6846-4769-c182-ccd433a99753,33845955-f99d-42d0-06c7-5828d6c9e61d,Left Quarter Panel,Severe,6.28,795.23
867e07b6-5fc7-4a19-f450-3b0a9fe798bd,33845955-f99d-42d0-06c7-5828d6c9e61d,Left Quarter Panel,Moderate,1.23,370.34
fe0674bb-6823-4422-b762-0b5b7c6febe5,33845955-f99d-42d0-06c7-5828d6c9e61d,Front Bumper,Minor,5.33,872.6
8ce7b7a6-8cdc-4210-4371-cf95d8933dbe,33845955-f99d-42d0-06c7-5828d6c9e61d,Rear Bumper,Moderate,3.32,893.19
89ea014a-c722-49aa-4bb5-0022a3daf454,33845955-f99d-42d0-06c7-5828d6c9e61d,Rear Bumper,Minor,5.88,749.35
5e074fa5-d02f-4cc4-18bf-50549ee024c4,33845955-f99d-42d0-06c7-5828d6c9e61d,Front Bumper,Severe,5.75,692.75
f103fdcf-86df-4dcc-1c28-d90745f5d4bd,dbc885e3-2cff-4a08-c24f-47d5b4d49898,Rear Sensor,Moderate,7.19,5036.58
aebee272-cb9e-4247-8d8d-8bc8613a3924,dbc885e3-2cff-4a08-c24f-47d5b4d49898,Windshield,Severe,0.83,2950.05
47e614b6-ef6c-47e2-46bb-4e2faf2874b9,dbc885e3-2cff-4a08-c24f-47d5b4d49898,Left Door,Severe,0.74,1812.03
e1f6d6c4-f424-4507-d917-7b31a70f355c,dbc885e3-2cff-4a08-c24f-47d5b4d49898,Hood,Moderate,3.74,5580.13
4741be1c-557b-4f81-fc51-4f338835480a,dbc885e3-2cff-4a08-c24f-47d5b4d49898,Rear Bumper,Moderate,3.52,9007.61
ec1c3538-d2b3-417f-110f-7398b99b5849,d4dbb013-21fc-41f3-1999-b1d1d0ef58b3,Left Door,Minor,7.61,529.64
7ce2da9d-8a9f-4dc2-75ce-f5a6cd03b855,d4dbb013-21fc-41f3-1999-b1d1d0ef58b3,Trunk Lid,Severe,3.79,1006.47
cd37de08-7248-4c5f-101d-d92b89683ae6,d4dbb013-21fc-41f3-1999-b1d1d0ef58b3,Rear Sensor,Moderate,5.82,976.61
989e1d2c-e4a1-4171-34f6-fc0121f96938,d4dbb013-21fc-41f3-1999-b1d1d0ef58b3,Windshield,Moderate,2.43,558.24
6ab1ea3e-020a-452c-b6dd-ea71289eb2e5,d4dbb013-21fc-41f3-1999-b1d1d0ef58b3,Rear Sensor,Moderate,5.07,1269.45
df6f5870-34cf-4614-bded-ead043e802e9,d4dbb013-21fc-41f3-1999-b1d1d0ef58b3,Front Bumper,Minor,7.41,250.01
8de51f88-eb3c-4880-2666-3dbf7e11a8a7,9c48e62a-45e2-4778-2d4f-240d6d93c5e3,Left Quarter Panel,Severe,5.35,959.08
0efe5dea-1cf8-4e6d-4444-dfed469cfa1e,9c48e62a-45e2-4778-2d4f-240d6d93c5e3,Hood,Severe,5.77,272.62
619654bf-38db-409e-edbd-c3a965c69d5d,9c48e62a-45e2-4778-2d4f-240d6d93c5e3,Left Quarter Panel,Severe,2.61,1326.74
fac31bb9-f1bf-4ff7-3386-3ebdd9aac7a4,46743f18-7c9d-46ae-87ee-051170840b6e,Rear Bumper,Moderate,0.6,933.03
79fe7390-fcc3-4706-c744-92c41bc57b64,46743f18-7c9d-46ae-87ee-051170840b6e,Rear Bumper,Severe,6.95,1154.3
6a45f050-888c-4b4c-fd38-6e5be1a2cb69,46743f18-7c9d-46ae-87ee-051170840b6e,Left Door,Severe,5,1290.49
2bedd0df-8097-42f1-02b4-78748c6d8d0b,401af4a3-b5e5-4f3a-e3d6-8c88ce508dd1,Left Door,Severe,4.57,617.35
5a65ddd1-beb4-405e-6099-3af74efe295b,401af4a3-b5e5-4f3a-e3d6-8c88ce508dd1,Trunk Lid,Severe,3.14,818.16
a6d27437-bb1a-46bb-79f3-afe933745bb5,c35d3a74-492c-4527-1ee9-81159dbf402b,Rear Sensor,Moderate,6.08,1005.69
8afab8b1-977a-410e-1c74-63d46021f9e9,c35d3a74-492c-4527-1ee9-81159dbf402b,Front Bumper,Severe,5.28,738.9
5572ded5-478c-4f69-52a2-b85980664f82,c35d3a74-492c-4527-1ee9-81159dbf402b,Windshield,Minor,5.39,1771.86
f4c80051-18e5-44e4-f2ac-45ec495b57dd,c35d3a74-492c-4527-1ee9-81159dbf402b,Trunk Lid,Minor,3.73,953.43
30eb8e9c-e5fd-4f47-47b7-f7b6f4ad5cc7,2c691ee7-8715-4c9c-daef-6e6adc703fb8,Rear Sensor,Minor,1.91,1714.28
1e745bc3-a958-4560-4c23-d8f6cc33e0c1,2c691ee7-8715-4c9c-daef-6e6adc703fb8,Right Quarter Panel,Severe,2.58,662.76
53ec75c5-bc56-41ea-86c9-750ca78f89d6,2c691ee7-8715-4c9c-daef-6e6adc703fb8,Front Bumper,Minor,2.53,950.5
519a7c23-e99f-44eb-c0c5-582c4849dc7a,2c691ee7-8715-4c9c-daef-6e6adc703fb8,Windshield,Severe,2.71,956.6
d2ab5772-5007-4271-3bf4-4ee1b5e86c19,2c691ee7-8715-4c9c-daef-6e6adc703fb8,Tail Light Assy,Minor,5.12,1886.87
6e81b7fd-5176-4cef-0ca0-5ba1f60d6732,2c691ee7-8715-4c9c-daef-6e6adc703fb8,Rear Sensor,Moderate,7.57,1673.69
ebe28208-f554-4f4b-3012-42a594402a0e,2c691ee7-8715-4c9c-daef-6e6adc703fb8,Left Quarter Panel,Moderate,1.5,315.14
e58e9ef1-d867-4e91-14f6-c2b6d3b0b424,1903bf8c-ea98-4d5f-1d46-d04e7e8bbd6a,Windshield,Severe,7.76,644.11
30820be3-c695-4197-13a0-bae7720e4aa5,1903bf8c-ea98-4d5f-1d46-d04e7e8bbd6a,Rear Sensor,Severe,5.18,1141.81
acf87f4b-b037-4a66-38a5-65a467e0b594,8260743f-ba40-4db3-ead8-3fa662e901eb,Right Quarter Panel,Severe,3.9,1061.19
61862d3a-2c0e-42ae-71ae-c30fa0c52347,8260743f-ba40-4db3-ead8-3fa662e901eb,Windshield,Minor,4.75,766.23
c5a116c2-afd8-4b0d-6484-4a3ab1a4b0b8,8260743f-ba40-4db3-ead8-3fa662e901eb,Windshield,Moderate,5.36,1415.19
8e149682-5a9a-40a5-7b8d-cdb4fbd32dbf,8260743f-ba40-4db3-ead8-3fa662e901eb,Rear Bumper,Minor,1.45,173.56
b8025749-f64a-42e4-25f5-033b2817df74,8260743f-ba40-4db3-ead8-3fa662e901eb,Left Quarter Panel,Moderate,4.06,1157.2
149087b0-c51e-40ca-cf8a-0ee39b4fca8d,8260743f-ba40-4db3-ead8-3fa662e901eb,Front Bumper,Minor,3.76,1320.95
94a8a7d2-9d97-42fc-d65d-42719a5c0514,53e06b19-781a-4294-20ef-69095f342a13,Windshield,Moderate,5.95,725.68
7f2008e5-64ee-415e-240d-ccb71c86a24c,53e06b19-781a-4294-20ef-69095f342a13,Tail Light Assy,Moderate,7.15,1220.61
9e5393c5-1611-4167-dc65-b1c0fb67b4b6,53e06b19-781a-4294-20ef-69095f342a13,Left Door,Moderate,1.03,1285.22
28c6f45c-9922-40b8-01ab-da51c993b0f7,53e06b19-781a-4294-20ef-69095f342a13,Front Bumper,Minor,4.36,1329.17
431482a8-0e7f-4b70-5792-bc0ae4a2909d,53e06b19-781a-4294-20ef-69095f342a13,Tail Light Assy,Severe,0.89,1220.53
809fe11a-f66f-491f-2a38-d91be9cfe14a,53e06b19-781a-4294-20ef-69095f342a13,Right Quarter Panel,Minor,5.69,642.81
6f153ab4-d141-46d6-6a91-f0635bcd42dc,a09114a3-022e-4be8-230b-82b18d2bd741,Rear Sensor,Severe,6.77,1479.03
3aa4eced-25f1-4f68-ff70-e81b870056d3,a09114a3-022e-4be8-230b-82b18d2bd741,Hood,Minor,2.59,1733.41
3f88327c-d041-4209-6b70-63345f0de127,a09114a3-022e-4be8-230b-82b18d2bd741,Rear Bumper,Moderate,3.67,606.92
086ae593-f35e-41cc-da4e-7af8ce377f86,9a36f901-6036-4a31-acd9-8d9216f7bf10,Right Quarter Panel,Minor,4.27,1606.61
1c3b8586-fe64-4e18-b45c-da16e53c6f82,9a36f901-6036-4a31-acd9-8d9216f7bf10,Rear Sensor,Severe,3.39,989.56
2f96cac4-5c8e-4a30-ce1d-87f5cb051459,9a36f901-6036-4a31-acd9-8d9216f7bf10,Tail Light Assy,Moderate,0.92,1802.05
d3e38d89-ef6f-4d6c-5172-9d809f75035c,9a36f901-6036-4a31-acd9-8d9216f7bf10,Left Door,Severe,2.48,1580.08
d6baba09-a9d7-439a-d0f8-21a3f7421467,9a36f901-6036-4a31-acd9-8d9216f7bf10,Windshield,Moderate,7.4,1569.22
97bca79a-057e-4000-7cc9-f217ba292598,9a36f901-6036-4a31-acd9-8d9216f7bf10,Left Quarter Panel,Minor,3.62,934.1
cd6c5506-242d-4ac1-7ae7-70d4dff25485,9a36f901-6036-4a31-acd9-8d9216f7bf10,Trunk Lid,Severe,2.21,738.44
2f676255-3922-469e-ed0e-f53503ed1e80,94a3acc6-7125-4dd2-1241-bf3043c14f89,Front Bumper,Severe,7.45,901.46
d648b9f7-17c1-45ee-c664-eaf173e3f455,94a3acc6-7125-4dd2-1241-bf3043c14f89,Rear Bumper,Severe,2.74,390.71
8281c422-5ebc-43b2-4c4f-7377f2b2fdd2,94a3acc6-7125-4dd2-1241-bf3043c14f89,Rear Sensor,Minor,7.4,1148.18
2512f1d7-8c5c-4858-def0-558cb84e3812,94a3acc6-7125-4dd2-1241-bf3043c14f89,Windshield,Severe,1.95,529.69
b968d674-0b63-47dc-aa62-edc9a8b9be14,94a3acc6-7125-4dd2-1241-bf3043c14f89,Front Bumper,Minor,1.58,704.69
34769a63-ff55-4787-8826-8dd37ef2b2f2,984ee863-202f-423f-dced-fff2d7bc9a35,Left Door,Severe,1.49,1453.83
25b94661-293d-43f9-9aa1-ab96cdf89633,984ee863-202f-423f-dced-fff2d7bc9a35,Rear Sensor,Minor,1.85,1486.69
60a0e1e4-efeb-4f15-cf68-3e4d4a3b992c,54951b22-b8b2-42a8-34ef-8607a7bd5d27,Rear Sensor,Severe,1.81,296.74
2aa1b104-a98f-41b1-b97b-b0357524f92b,54951b22-b8b2-42a8-34ef-8607a7bd5d27,Right Quarter Panel,Minor,4.14,748.64
f39b8876-f071-46eb-1323-a056c85c1455,54951b22-b8b2-42a8-34ef-8607a7bd5d27,Left Door,Minor,1.73,1815.4
e78dff43-9f17-46cb-6a2f-c68dab22f600,54951b22-b8b2-42a8-34ef-8607a7bd5d27,Trunk Lid,Minor,3.95,1419.43
74617301-9557-45f2-23b5-dee62d303a67,54951b22-b8b2-42a8-34ef-8607a7bd5d27,Tail Light Assy,Moderate,2.15,1141.63
b52f166e-955c-47d0-44d3-96626c8c00d4,0892ca88-3415-4f93-b5bc-7a58840c5b15,Right Quarter Panel,Minor,5.99,469.28
324c000d-2b8f-4c48-df2f-d34ce340bb03,0892ca88-3415-4f93-b5bc-7a58840c5b15,Rear Bumper,Minor,6.83,514.33
2c3398b4-faee-4875-c0ea-ce1a93b7cfa5,0892ca88-3415-4f93-b5bc-7a58840c5b15,Windshield,Minor,3.05,228.36
3c1e18c5-a6aa-43d3-f369-38e0f0b3903b,0892ca88-3415-4f93-b5bc-7a58840c5b15,Rear Bumper,Minor,5.27,518.27
a846287a-ed98-4aa1-6132-e00aa8934d2f,0892ca88-3415-4f93-b5bc-7a58840c5b15,Rear Sensor,Severe,0.5,897.06
16511ff7-77d0-4529-4874-e2e6402e7920,0892ca88-3415-4f93-b5bc-7a58840c5b15,Front Bumper,Minor,4.03,689.51
86c4d795-6172-4c49-667c-27143904f13f,0892ca88-3415-4f93-b5bc-7a58840c5b15,Right Quarter Panel,Severe,7.51,366.65
029e6fbb-f7f8-4bd1-d16c-5596d11712e8,873f9374-ebb8-4eff-7c0c-4883e4c1cc92,Hood,Moderate,2.65,1012.43
89f1d505-5662-4ced-9fd6-2752e62cc005,873f9374-ebb8-4eff-7c0c-4883e4c1cc92,Front Bumper,Minor,2.3,1023.37
e9fb1efd-d17b-4ccc-4ab3-66416924c4b2,873f9374-ebb8-4eff-7c0c-4883e4c1cc92,Rear Bumper,Moderate,4.01,1557.46
72ddf303-f6f0-4cf6-08c2-062260cb4525,873f9374-ebb8-4eff-7c0c-4883e4c1cc92,Left Door,Moderate,0.52,1735.99
7aa754db-4310-48cc-d9d3-52c156dbdb1f,918a1298-e861-4fe1-6f70-45947d26e95b,Rear Sensor,Moderate,1.91,1326.19
0678beb7-c7a8-4255-fbdf-c3b48c118f87,918a1298-e861-4fe1-6f70-45947d26e95b,Right Quarter Panel,Minor,7.35,1244.49
9db7eed6-37c4-4dc4-47cc-e38bb7a4b25f,6af0c538-e318-47cf-be65-eeff551534de,Right Quarter Panel,Minor,7.69,961.94
d022681a-747f-41a1-e55f-98c6f114c3b6,6af0c538-e318-47cf-be65-eeff551534de,Rear Sensor,Moderate,1.83,7274.31
4befbd49-18ae-45ec-6a5f-7a4d8f818f23,d0a4d3bc-c5d1-47fa-af1e-dbb5bd1f2a7a,Rear Sensor,Severe,3,325.67
99358239-0e00-4e0c-849b-f233bab4bb7a,d0a4d3bc-c5d1-47fa-af1e-dbb5bd1f2a7a,Rear Sensor,Moderate,5.89,469.42
896f3938-ea31-46ad-712d-4ffd5c3755f9,d0a4d3bc-c5d1-47fa-af1e-dbb5bd1f2a7a,Rear Bumper,Minor,5.17,1447.25
8a21535f-aa29-48b6-d16d-c2d30b7e69d9,d0a4d3bc-c5d1-47fa-af1e-dbb5bd1f2a7a,Hood,Minor,2.52,1769.32
02d81c7c-f245-409d-56ba-7680bcc966fc,d0a4d3bc-c5d1-47fa-af1e-dbb5bd1f2a7a,Front Bumper,Minor,4.91,1474.78
2ef59647-c010-449a-f7dc-0f8b2edd6b37,d0a4d3bc-c5d1-47fa-af1e-dbb5bd1f2a7a,Left Door,Moderate,3.86,193.79
57c72377-9ef0-46f9-f9d7-ddd857605297,d0a4d3bc-c5d1-47fa-af1e-dbb5bd1f2a7a,Right Quarter Panel,Minor,0.66,312.96
