loss_event_id,person_id,role
4913c9b2-87d5-44ce-b951-d47c10a981b0,36bfc2ec-779e-4651-d473-551f52ce07c7,Claimant
51f9c8f1-f516-40aa-8191-d3e1b62fd92f,85468efe-416f-448b-7f95-a66d4cfb61ed,Claimant
4db0e521-78e2-4ad3-152a-67e12597de68,20201d3c-85f8-4c93-2819-8718fb8ec2d5,Claimant
e4b844dc-0840-4291-6ed1-4e070bee3669,80d9f6ba-a939-4a3d-d641-f488a877a0f8,Claimant
a505a22e-9392-42f8-cc84-bbc0bb0e486b,9ec41ebe-5cc5-407d-4b9e-7c6235a96c6a,Claimant
5a65df7a-a0bc-4f8b-8c54-60e54124680f,7a9da7b9-bff1-4173-c56a-6b092e61c30e,Claimant
3a36ba3c-ec28-41b2-39dc-3dabd3dc062c,71bee48e-47a6-44f9-fa13-b75fff891c68,Claimant
967c4b52-eb7c-4bdc-680e-554970eab666,ee56860d-1045-478d-8e09-2e0de99e7a0e,Claimant
6ec003d8-f720-48a6-247e-b9f5f8ef5bba,69fe6d37-e5b3-447d-b55e-b13ca0e26e30,Claimant
bff5df20-2aca-4b64-d298-b2133419b3ae,b9aeb31d-3aef-434f-1962-2568a6513c4d,Claimant
3d76c290-94ec-4d1a-1c61-57787c0661c2,cdf98f41-9c85-4352-1d99-36a483eed654,Claimant
7ee990ef-3c48-43d9-2f31-6d548ca8e2c1,30ab375a-d452-47bd-cac7-7a2ca740301a,Claimant
40d57e44-e752-410f-44dc-c303b1b9f6a1,6b2c3c08-b621-42a5-dc95-0f11c7a544fb,Claimant
4263ac72-bc92-4014-7791-a9e378d63b7c,86de39cd-04d9-47da-4008-65a95ae52274,Claimant
49ea17c4-efbc-42d8-816e-b6865c444abb,ee56860d-1045-478d-8e09-2e0de99e7a0e,Claimant
f7c0ac36-5ebd-4af3-b91a-b760f78944f4,aac062a1-febc-44aa-732e-009c58da3c3b,Claimant
c398b36d-9a0f-4d66-d0f3-662699255064,2fb319e6-68a7-4f61-4de3-f11a9ed6e49a,Claimant
781f2d21-2cab-401d-d45f-4ac1767bcb68,b9aeb31d-3aef-434f-1962-2568a6513c4d,Claimant
88abb98f-0b6d-4fd0-398a-1d3d6146c34b,0645ad96-873c-4f01-0119-f74cf60519e2,Claimant
3b0e0c90-4e0a-416e-25d1-eab3b513d913,4e02f29d-cf60-45cf-e596-b634718ec68d,Claimant
ef4dfe43-fc43-4d2b-8917-de98ee02c654,71bee48e-47a6-44f9-fa13-b75fff891c68,Claimant
a78868ce-95ee-478c-96b5-06ede3830db4,025633d9-2661-41bf-dd11-6d62ba5ad689,Claimant
c31d3310-dd0e-4378-7d34-75b1f3d7f822,cdf98f41-9c85-4352-1d99-36a483eed654,Claimant
aafb43ee-1485-4ea9-3d58-dfb4ba6ca82d,5fba043c-ae9e-4726-9050-95204f93abea,Claimant
c6bf3a65-1fa8-4e8b-f4cd-1d70a0b65d6d,0645ad96-873c-4f01-0119-f74cf60519e2,Claimant
654a7d2e-d734-4c88-f437-56bfce62a994,eb7dbdd0-d7f7-4851-6b67-63b0be19b6e5,Claimant
340151fd-343c-45e0-514b-9695e07b44c0,7c472bea-46b5-4939-1075-72a6078112ad,Claimant
4c11e85f-d518-4dd4-fc53-62d58bbf6e75,7a9da7b9-bff1-4173-c56a-6b092e61c30e,Claimant
52f0a910-db0d-4ee9-ab77-8cb0ab4bf364,5f037af3-38ae-4adc-616b-4d74097215a8,Claimant
7e54427f-77da-47a9-f101-093dbf4e69b8,35fdf7e0-faba-48c5-7ad0-5bb85cefa8d4,Claimant
86c020c9-82a5-47a8-9844-f9c89cac0efd,56cd6ac4-7dff-4be2-1c05-e48962b0b864,Claimant
3f5887ad-0c5b-4ed4-7d33-784768d4a2d9,cdf98f41-9c85-4352-1d99-36a483eed654,Claimant
9d020c4d-75ef-4114-59d8-36dd1c10ab31,b743d060-9523-4e55-ddfa-7f0e3c57a23f,Claimant
d0983884-6116-4d3c-10ee-de7f64647745,bc3861c4-3621-4683-adae-2012ebf9b45e,Claimant
