coverage_id,term_id,coverage_code,limit_per_occurrence,limit_per_person,deductible,rental_daily_limit,rental_max_days
d77821e9-525a-4a5f-79b9-01e3ef074baf,ed11ab29-36a4-40bd-d185-0e4a2db43d73,RENT,1200,,,40,30
df249d71-3ed0-4cd2-21f7-0245c676a078,ed11ab29-36a4-40bd-d185-0e4a2db43d73,TOW,150,,,,
0259df3e-19ee-4474-512f-d0c3077d650e,7cc56cea-8174-4593-f19c-b6ac1fe17a3d,COLL,30000,,1000,,
9a5bb597-8a7f-41df-ec59-b6b71534bece,7cc56cea-8174-4593-f19c-b6ac1fe17a3d,COMP,30000,,250,,
f891c873-5926-4572-8e55-afc3dcda9b54,7cc56cea-8174-4593-f19c-b6ac1fe17a3d,RENT,1200,,,40,30
cb7bec7b-bc2e-4995-f23c-36e936caa583,7cc56cea-8174-4593-f19c-b6ac1fe17a3d,TOW,150,,,,
478b31bd-4b05-4716-9fe5-e5fec513ba8f,ec8248b5-4a51-4156-5bc6-4b82e6d77784,COLL,50000,,500,,
37d94553-f669-43a1-d2b4-79afb7ae6e0f,ec8248b5-4a51-4156-5bc6-4b82e6d77784,COMP,30000,,500,,
33206497-9445-42f6-d08c-8bf8323fc7b3,ec8248b5-4a51-4156-5bc6-4b82e6d77784,RENT,1200,,,40,30
d2904b5e-8adb-4827-1526-11bfccee6481,ec8248b5-4a51-4156-5bc6-4b82e6d77784,TOW,150,,,,
aedaf078-94e9-4b0d-4a7a-924ce01bb6ff,018d59a0-8777-4a70-f01f-de64c595eab1,COLL,25000,,500,,
287b07cb-3cf1-4602-d73b-06866073374e,018d59a0-8777-4a70-f01f-de64c595eab1,COMP,25000,,500,,
da88654e-f799-4080-fa1f-e32f3b053df1,018d59a0-8777-4a70-f01f-de64c595eab1,RENT,1200,,,40,30
5a4665ef-948d-47c3-de52-86a2d796797b,38576b09-4b98-4bc9-9046-370d8d3a5875,COLL,30000,,500,,
09ee3cc6-0cc0-44be-938c-cf0fcc7c4af4,38576b09-4b98-4bc9-9046-370d8d3a5875,COMP,25000,,500,,
e172ea82-ebfa-4cb4-7a67-fb3a5f53e8bb,38576b09-4b98-4bc9-9046-370d8d3a5875,RENT,1200,,,40,30
0c7eced4-97d1-4b29-b12e-abd1958f7e88,38576b09-4b98-4bc9-9046-370d8d3a5875,TOW,150,,,,
6b8864bb-3e68-4033-d3ff-80973ab996c8,846233ea-2aba-4b37-8b81-aa20b0f29bd4,COLL,30000,,500,,
df29752e-8984-4cf5-85d6-7fee2f81d0aa,846233ea-2aba-4b37-8b81-aa20b0f29bd4,COMP,25000,,500,,
b439ebdb-ec27-434c-b5b7-91dc658aafc4,846233ea-2aba-4b37-8b81-aa20b0f29bd4,RENT,1200,,,40,30
69c3f1d9-50f1-44b4-fe64-3dffa2a5b125,846233ea-2aba-4b37-8b81-aa20b0f29bd4,TOW,150,,,,
0cc1ad60-830d-4804-af08-35034af685a2,e8dbf60a-e3c4-4bad-5c06-3a3a7b45b859,COLL,30000,,1000,,
b6e19cd7-271a-43ac-2ccc-f372adbddb5d,e8dbf60a-e3c4-4bad-5c06-3a3a7b45b859,COMP,30000,,250,,
7cfa899a-8229-4f4d-8c7c-97c8856fbfa9,e8dbf60a-e3c4-4bad-5c06-3a3a7b45b859,RENT,1200,,,40,30
0f343b99-c121-4d75-86e5-7a6cf93f4901,8ce36dc1-8926-4128-b2b4-2ae421382abc,COLL,50000,,500,,
f0612b27-03d4-469b-0e60-8c7b6c99caf5,8ce36dc1-8926-4128-b2b4-2ae421382abc,COMP,25000,,500,,
e62657bc-5f6c-4a55-0366-0215fbdc770d,8ce36dc1-8926-4128-b2b4-2ae421382abc,RENT,1200,,,40,30
baa11ac2-bf0e-4193-2607-149c995ce4ea,8ce36dc1-8926-4128-b2b4-2ae421382abc,TOW,150,,,,
83aa4715-acf2-459a-551e-f308de80cd89,19424852-8fc0-40e4-cb5f-bac34b88bf06,COLL,30000,,500,,
b1cf2df4-cc74-4679-119f-844e8eccc50c,19424852-8fc0-40e4-cb5f-bac34b88bf06,COMP,25000,,250,,
fab6af3c-b048-4be5-80cb-07bf390dfe7c,19424852-8fc0-40e4-cb5f-bac34b88bf06,RENT,1200,,,40,30
3a655b4b-0d5f-4033-3240-1e75b3896db3,19424852-8fc0-40e4-cb5f-bac34b88bf06,TOW,150,,,,
a6deb8bc-10ea-4d8f-5bbb-11c7c475b1b4,3e89c2ea-b364-43a8-de37-4a4edfdb2c2c,COLL,25000,,500,,
6c3517ad-9481-4114-3587-c6462e7ebcfe,3e89c2ea-b364-43a8-de37-4a4edfdb2c2c,COMP,25000,,250,,
f70e9c3f-6513-448f-d001-fa6312557481,3e89c2ea-b364-43a8-de37-4a4edfdb2c2c,RENT,1200,,,40,30
35b7f01a-39ed-429c-b768-8c3aa73524f5,3e89c2ea-b364-43a8-de37-4a4edfdb2c2c,TOW,150,,,,
b1486b2d-78bf-4de8-7c7d-09efb592e764,8f7960f9-c47e-4013-3a44-54b965e28d38,COLL,25000,,1000,,
f6dfd00f-4116-4ac3-efdc-ac9c13abb4c4,8f7960f9-c47e-4013-3a44-54b965e28d38,COMP,25000,,500,,
2de480a7-f071-4a1a-67a1-805e7ad68b19,8f7960f9-c47e-4013-3a44-54b965e28d38,RENT,1200,,,40,30
ed440e3f-3f00-4504-a374-efab794922ed,28f5dd39-124d-4cea-f7b4-003046ad9c27,COLL,25000,,500,,
6072022a-c87e-4a90-e7da-436f2f73d40a,28f5dd39-124d-4cea-f7b4-003046ad9c27,COMP,30000,,250,,
fe8b1dd5-626a-476e-54ac-799695d03c2e,28f5dd39-124d-4cea-f7b4-003046ad9c27,RENT,1200,,,40,30
03f73368-8fcc-4faa-6bb0-7187751627a9,8398b676-5fa8-4d2f-a9e4-51d959290b98,COLL,25000,,500,,
3229688c-683c-464b-988d-6aa4b3155bde,8398b676-5fa8-4d2f-a9e4-51d959290b98,COMP,25000,,500,,
04f65c00-a58c-4b7c-4052-f5ab9534b60a,8398b676-5fa8-4d2f-a9e4-51d959290b98,RENT,1200,,,40,30
9d93888c-dda0-47b5-47e4-49e8f03c376c,595c9017-8888-4032-9cb1-70709af072e6,COLL,30000,,500,,
200497e6-d0b0-4f82-f34f-b2dea138f7c2,595c9017-8888-4032-9cb1-70709af072e6,COMP,30000,,500,,
89424ccd-28ed-4a4f-a414-e8e04d9768b2,595c9017-8888-4032-9cb1-70709af072e6,RENT,1200,,,40,30
9ccb95d9-63ef-4b3b-7597-647956bc5cba,037cc312-78f7-4071-9b65-90b60316c186,COLL,25000,,1000,,
96140ee2-39eb-4b14-8b00-0d7cd78a216c,037cc312-78f7-4071-9b65-90b60316c186,COMP,25000,,250,,
6010c168-545b-4497-5739-a169d7238c32,037cc312-78f7-4071-9b65-90b60316c186,RENT,1200,,,40,30
0aa3ec04-258d-426b-6c96-d8382aaae75c,037cc312-78f7-4071-9b65-90b60316c186,TOW,150,,,,
ee695abc-c7ff-4c19-2fc7-7dbf9b3cba10,166e350e-cfa3-4f4e-19fd-8c2041d71518,COLL,30000,,500,,
92ad97b7-0cfe-467e-81ff-9d7e670b37ec,166e350e-cfa3-4f4e-19fd-8c2041d71518,COMP,25000,,500,,
631482d1-9b81-493d-4f8e-63d6defb261e,166e350e-cfa3-4f4e-19fd-8c2041d71518,RENT,1200,,,40,30
8bb5395a-e290-411c-4db1-14c4e76dd953,6a7d2606-73dc-4f6c-d01c-eaf2ab8015a7,COLL,25000,,500,,
2a81fd8a-4fcc-4f96-5cb0-afee009d931b,6a7d2606-73dc-4f6c-d01c-eaf2ab8015a7,COMP,25000,,250,,
d32d048f-995e-4486-b6a4-58dde21bdb0c,6a7d2606-73dc-4f6c-d01c-eaf2ab8015a7,RENT,1200,,,40,30
978d1193-e54d-4f45-b76d-5e326d6bdcf7,6a7d2606-73dc-4f6c-d01c-eaf2ab8015a7,TOW,150,,,,
9935c82a-8fec-49c8-e2d5-4bf78ccca5d2,a530d891-2dd5-4550-3b9f-850503bad31a,COLL,25000,,1000,,
1df3b3ec-4695-41d8-0193-d406df8440bc,a530d891-2dd5-4550-3b9f-850503bad31a,COMP,25000,,250,,
f666fb75-890d-4e20-767c-fa4264bfb09f,a530d891-2dd5-4550-3b9f-850503bad31a,RENT,1200,,,40,30
028e5fc0-d58d-4de7-e750-51d0567722c4,a530d891-2dd5-4550-3b9f-850503bad31a,TOW,150,,,,
c5491ca2-ecb8-4740-9379-b61a6779f6c3,e28e97cb-97b4-46e5-a1c8-57a3cf539642,COLL,30000,,500,,
13255a0d-d601-4663-f31b-58c878a5df6d,e28e97cb-97b4-46e5-a1c8-57a3cf539642,COMP,30000,,500,,
218f4c50-50f3-428e-1bd2-1a73fe667088,e28e97cb-97b4-46e5-a1c8-57a3cf539642,RENT,1200,,,40,30
0db732f6-1a08-4568-f128-44205c98f2f3,e28e97cb-97b4-46e5-a1c8-57a3cf539642,TOW,150,,,,
e1c25ca0-11b9-4f97-71fe-d37beaaff3d3,ff223bb0-6cf8-494c-5e3f-ea542178fa3e,COLL,25000,,500,,
5783150f-de96-4dfb-7949-db162d11d246,ff223bb0-6cf8-494c-5e3f-ea542178fa3e,COMP,30000,,500,,
66fc2066-accd-4b1a-a40b-c4afc8fb4738,ff223bb0-6cf8-494c-5e3f-ea542178fa3e,RENT,1200,,,40,30
b415f025-7bc0-413e-0aad-bcacb5343bd7,4ed85541-1071-4d3c-3871-c9ae747ae88b,COLL,30000,,1000,,
f0ff79f0-790f-44ca-d827-3d35a1390163,4ed85541-1071-4d3c-3871-c9ae747ae88b,COMP,30000,,250,,
e8b4493b-bb58-4ec9-32c0-c76dc2444d1c,4ed85541-1071-4d3c-3871-c9ae747ae88b,RENT,1200,,,40,30
de984284-de78-46a1-dc44-fb6bd503a818,2fe44875-5cbd-482f-9813-08bfff6411b1,COLL,50000,,500,,
a485ce61-913c-45ef-b03d-67e0ee5d6608,2fe44875-5cbd-482f-9813-08bfff6411b1,COMP,30000,,500,,
153caa87-51aa-44d0-c30f-bcf86041bbeb,2fe44875-5cbd-482f-9813-08bfff6411b1,RENT,1200,,,40,30
8b2d868a-54b0-47ac-9d2a-95d547ab6397,5dcf670d-43a1-4801-d779-6d1a4e086155,COLL,30000,,1000,,
6d983bd3-a46f-4902-b3d3-0e4de6e24559,5dcf670d-43a1-4801-d779-6d1a4e086155,COMP,30000,,500,,
7111b8ed-dfeb-4f5a-dbbf-9d0dfb8c313c,5dcf670d-43a1-4801-d779-6d1a4e086155,RENT,1200,,,40,30
130a93a2-c11e-4e24-4e07-2b3b9abda22a,94453687-cafd-4b11-109d-3f9a592b868d,COLL,30000,,1000,,
c7d28ced-0bc2-4a36-1363-f34df6cbb614,94453687-cafd-4b11-109d-3f9a592b868d,COMP,30000,,250,,
31ba1439-0fbf-4662-47b3-bb1ae7f4002c,94453687-cafd-4b11-109d-3f9a592b868d,RENT,1200,,,40,30
9661e762-eaa2-4b12-acb5-de8ecc33d55c,94453687-cafd-4b11-109d-3f9a592b868d,TOW,150,,,,
cc2cefc9-7ffa-4ce5-7ae1-6136bc0292d7,e6d7a7ae-f3b0-4b4f-8cd1-6e8d7cd80f40,COLL,50000,,1000,,
9870f5de-2007-4e0f-04d3-ed00a74173a9,e6d7a7ae-f3b0-4b4f-8cd1-6e8d7cd80f40,COMP,30000,,500,,
3c996a2f-1843-4319-69c0-e10894099645,e6d7a7ae-f3b0-4b4f-8cd1-6e8d7cd80f40,RENT,1200,,,40,30
40e94371-6bf4-4991-1924-5a5368361f96,69bdfcd2-05d0-4ed5-0510-a17d4d8f87df,COLL,25000,,500,,
2aaa7d55-3c6b-47c6-0751-e7e14674af28,69bdfcd2-05d0-4ed5-0510-a17d4d8f87df,COMP,30000,,500,,
ec6884de-b3c8-4069-cc7b-fb0613a271da,69bdfcd2-05d0-4ed5-0510-a17d4d8f87df,RENT,1200,,,40,30
ebaa8a74-ab98-4835-0afa-ec2992f055b1,69bdfcd2-05d0-4ed5-0510-a17d4d8f87df,TOW,150,,,,
6e3eb279-d382-4b42-8ac5-d9c58b9cc079,00bea415-91ff-4912-738a-a62900690ad2,COLL,30000,,500,,
06bb18ad-ac25-45c7-aace-86a3bb9385d2,00bea415-91ff-4912-738a-a62900690ad2,COMP,25000,,500,,
8a234368-1547-4df1-39ed-74a0d72140d4,00bea415-91ff-4912-738a-a62900690ad2,RENT,1200,,,40,30
957c92f8-f044-4596-bb24-2884eb58bd8d,fe64f3dc-a508-4beb-49eb-2d9ce8bc5c89,COLL,50000,,1000,,
be367274-8eb5-4709-8201-e762ffe9323d,fe64f3dc-a508-4beb-49eb-2d9ce8bc5c89,COMP,30000,,250,,
4d55645d-8aed-4069-66f0-4edda9874eea,fe64f3dc-a508-4beb-49eb-2d9ce8bc5c89,RENT,1200,,,40,30
56e07194-33f7-45c9-8945-e999b0d0bc56,a2435510-9bf4-410c-ce6d-01559a3ed4e5,COLL,30000,,500,,
9249d3c6-4066-4453-bfde-6394b2fe7577,a2435510-9bf4-410c-ce6d-01559a3ed4e5,COMP,25000,,500,,
597a9115-7add-45c8-b978-46df8af7682d,a2435510-9bf4-410c-ce6d-01559a3ed4e5,RENT,1200,,,40,30
d36de1f7-49ea-4af5-c1d8-647933605c93,a2435510-9bf4-410c-ce6d-01559a3ed4e5,TOW,150,,,,
88722860-18e6-41e6-b10c-0f64c8f25775,78acaa7c-42e3-413f-5997-ee31e9298961,COLL,30000,,1000,,
31eb60ef-2d13-44b7-d63b-a7d0fc541a4b,78acaa7c-42e3-413f-5997-ee31e9298961,COMP,30000,,250,,
595d2f5e-4c13-4f2d-314e-e5a47d241e29,78acaa7c-42e3-413f-5997-ee31e9298961,RENT,1200,,,40,30
5c7f18a7-dde3-4beb-49c9-0164e6b8f111,3affd314-e909-4f39-4142-20c9e5621fd0,COLL,25000,,500,,
6ae61d00-8fd6-4a2a-37d1-4a814c8e85b6,3affd314-e909-4f39-4142-20c9e5621fd0,COMP,30000,,250,,
3a1cb33f-9d30-4511-73a9-f1fff2e29a79,3affd314-e909-4f39-4142-20c9e5621fd0,RENT,1200,,,40,30
58b0ad86-75b8-4680-597d-aac72f74945c,3affd314-e909-4f39-4142-20c9e5621fd0,TOW,150,,,,
fbcd6a45-a2f8-40e9-9660-52d39846eb7f,19991699-8290-4354-5417-5c247fe99189,COLL,50000,,500,,
6385fb45-994d-451f-f46f-29e1816c307a,19991699-8290-4354-5417-5c247fe99189,COMP,25000,,250,,
2416d2d1-0f20-4319-13ce-20de692fc624,19991699-8290-4354-5417-5c247fe99189,RENT,1200,,,40,30
9bd85afd-f558-4281-cbe7-34cba61bdce7,df3ef903-2d0c-4849-6a70-f8ea361ffb2d,COLL,25000,,500,,
d9f1674b-284d-4ab9-9e77-ee57a5c5a2b5,df3ef903-2d0c-4849-6a70-f8ea361ffb2d,COMP,25000,,500,,
c8756cc6-a80f-459b-2e7e-fcf4279cf38d,df3ef903-2d0c-4849-6a70-f8ea361ffb2d,RENT,1200,,,40,30
d52544ad-fde8-4aa7-8363-dc922f5fd0a2,df3ef903-2d0c-4849-6a70-f8ea361ffb2d,TOW,150,,,,
3ca845c7-a5f6-414f-79bd-c52338f9997e,0435ab27-f7ab-4e82-986a-85d5048bbda6,COLL,50000,,1000,,
a336e185-6fea-4b1e-c7f6-24628fd12cb2,0435ab27-f7ab-4e82-986a-85d5048bbda6,COMP,25000,,250,,
1eff077f-e1c9-40a4-a7cd-97b06a44bb81,0435ab27-f7ab-4e82-986a-85d5048bbda6,RENT,1200,,,40,30
4ebb4aaf-d9b8-4869-9bb0-89c77e6d7dc8,7edc0b09-dce1-4051-7d63-4b8f5afed2e9,COLL,30000,,1000,,
9b3f1c2c-17b4-4a93-0b73-52920447942a,7edc0b09-dce1-4051-7d63-4b8f5afed2e9,COMP,30000,,500,,
fde59f55-41d8-438f-5a09-0ad11e61a0b3,7edc0b09-dce1-4051-7d63-4b8f5afed2e9,RENT,1200,,,40,30
627ae84f-c26c-4ce8-3f82-a6646e2594aa,7edc0b09-dce1-4051-7d63-4b8f5afed2e9,TOW,150,,,,
95ae4096-e623-4097-ecd9-7598c98cd6ea,11d5dc59-1f1c-4040-8d4c-8baff2844314,COLL,25000,,500,,
ed0c27af-6db0-46f7-1740-e044c51c72ad,11d5dc59-1f1c-4040-8d4c-8baff2844314,COMP,30000,,250,,
72c5f343-d70f-4304-46c0-4e0c5d333a23,11d5dc59-1f1c-4040-8d4c-8baff2844314,RENT,1200,,,40,30
f10e00f4-f7bc-4838-4659-b6a9e701ab9d,11d5dc59-1f1c-4040-8d4c-8baff2844314,TOW,150,,,,
cb0b4f75-8145-4b18-cb17-cf9929f52a41,b5297eae-0cd6-4fb4-438c-22dc1c722f01,COLL,25000,,500,,
8535b584-de81-40a0-9172-e036e1a3c9ba,b5297eae-0cd6-4fb4-438c-22dc1c722f01,COMP,25000,,500,,
63e1f731-442f-4856-fdf2-91401987e9e5,b5297eae-0cd6-4fb4-438c-22dc1c722f01,RENT,1200,,,40,30
ad490ec3-a9f9-4088-090e-f74367319c71,b5297eae-0cd6-4fb4-438c-22dc1c722f01,TOW,150,,,,
e9c2f625-48a4-4279-bf32-8cc1ead0d325,c150944e-f3ee-4727-a8f0-8db571aaf768,COLL,50000,,1000,,
6d066c02-c276-4fb9-aeb6-b648c726c136,c150944e-f3ee-4727-a8f0-8db571aaf768,COMP,25000,,250,,
4ad0b765-7107-4684-abc4-33c33fe0aed0,c150944e-f3ee-4727-a8f0-8db571aaf768,RENT,1200,,,40,30
bf1469fa-1a1e-44ab-4702-2f026e2611d9,f56c1b50-e177-46d4-21ee-0439aac9ff5b,COLL,30000,,500,,
02fe0f3e-876b-4b9d-fa8b-14627457ffd8,f56c1b50-e177-46d4-21ee-0439aac9ff5b,COMP,25000,,500,,
509ab9d4-ef45-4611-f72c-d5f45305770e,f56c1b50-e177-46d4-21ee-0439aac9ff5b,RENT,1200,,,40,30
31454c44-778b-49b8-53fb-1e3cbcec5e30,01f81624-ab59-4339-6596-439f2b95851b,COLL,50000,,500,,
9cab3622-5d68-4941-27e1-a07357abe23d,01f81624-ab59-4339-6596-439f2b95851b,COMP,25000,,500,,
8814c161-f39b-4f3b-879e-4cfaa9c3178a,01f81624-ab59-4339-6596-439f2b95851b,RENT,1200,,,40,30
af3dedb5-2444-49d0-f56e-8a52e75af889,018ed8f5-5dfe-4fb4-d6e0-8dad8ec951d9,COLL,30000,,1000,,
94b939ca-fc29-41a7-818f-e429e75052fd,018ed8f5-5dfe-4fb4-d6e0-8dad8ec951d9,COMP,25000,,250,,
325de235-8f73-4761-5c5f-2f3188718ca6,018ed8f5-5dfe-4fb4-d6e0-8dad8ec951d9,RENT,1200,,,40,30
e38eadbd-68a1-45f2-1cce-80a1121d2305,c5f0098c-3a6c-4bd4-de7a-7de48a7b305d,COLL,25000,,1000,,
9eca37e2-e1ce-4d28-d615-f2fd3a6125af,c5f0098c-3a6c-4bd4-de7a-7de48a7b305d,COMP,25000,,500,,
7e17f774-5a95-4197-7c7b-274d7e140be4,c5f0098c-3a6c-4bd4-de7a-7de48a7b305d,RENT,1200,,,40,30
abb4d0a2-baa1-42be-6a90-0c3ac2931875,a5499b17-d841-4fc8-89b8-13f7e6703946,COLL,30000,,500,,
7f640d9a-7940-4227-29eb-af6fe7fb9a99,a5499b17-d841-4fc8-89b8-13f7e6703946,COMP,25000,,500,,
4a748761-f47a-4b16-0478-8b9dfe7874e4,a5499b17-d841-4fc8-89b8-13f7e6703946,RENT,1200,,,40,30
b0830dcf-60db-41a0-582b-070058327d5b,cdd34508-3dcf-4874-8c3a-63f0f72f0e08,COLL,50000,,1000,,
6dc5154a-ee62-4c0f-accc-3f5d111cb67d,cdd34508-3dcf-4874-8c3a-63f0f72f0e08,COMP,30000,,500,,
c7d90f34-6376-4f94-f2b8-cc93284eb384,cdd34508-3dcf-4874-8c3a-63f0f72f0e08,RENT,1200,,,40,30
4a98ca80-0634-49de-c7f5-1cc31ed78340,cdd34508-3dcf-4874-8c3a-63f0f72f0e08,TOW,150,,,,
b41bfc19-f01a-4bd6-492a-3e330da945ef,96901225-38fb-4ac1-499a-9416fbfde533,COLL,25000,,1000,,
b6464530-5a22-4a13-0464-0f501d3c2631,96901225-38fb-4ac1-499a-9416fbfde533,COMP,25000,,250,,
3fd1715c-493e-4d4e-7f4a-63ca828a6979,96901225-38fb-4ac1-499a-9416fbfde533,RENT,1200,,,40,30
40daf846-5b03-4350-2474-54ad1639a4cb,48229e6a-426d-4282-68aa-d868bad702ca,COLL,50000,,500,,
221427e1-ef9f-445a-62e4-d5125cb84325,48229e6a-426d-4282-68aa-d868bad702ca,COMP,30000,,250,,
0ff23a18-2f33-4dc6-734e-6793c3695d72,48229e6a-426d-4282-68aa-d868bad702ca,RENT,1200,,,40,30
68d86f0c-6a7e-49f2-9b95-51ee43ee036b,48229e6a-426d-4282-68aa-d868bad702ca,TOW,150,,,,
1e080f41-c3a6-4c19-3ea8-d7a4627aafec,5f61bcb2-8482-490e-e1af-9962f89ed4e9,COLL,25000,,500,,
4b5a18ef-59e5-4dc3-30aa-1cdcf4657761,5f61bcb2-8482-490e-e1af-9962f89ed4e9,COMP,25000,,250,,
6b56f5b3-24a4-4808-b241-309220646e18,5f61bcb2-8482-490e-e1af-9962f89ed4e9,RENT,1200,,,40,30
d50a375d-92be-4860-d8d8-d540591202b4,292f01e1-f555-4264-bbc6-b85ea8d9977a,COLL,25000,,500,,
425f0738-fcc4-4e63-1bd2-ee303a251318,292f01e1-f555-4264-bbc6-b85ea8d9977a,COMP,30000,,500,,
2a7173bb-1460-4c2d-8313-415efeb039c7,292f01e1-f555-4264-bbc6-b85ea8d9977a,RENT,1200,,,40,30
587c2e27-28ef-4d02-386e-a37701449b27,292f01e1-f555-4264-bbc6-b85ea8d9977a,TOW,150,,,,
a6c46ad5-1e43-4865-6e71-d2ebe71de886,180d9718-7d59-4b09-5cd6-c1b223565d16,COLL,25000,,500,,
c8f506ce-e0c5-4dcc-f7d7-45106bf8e24b,180d9718-7d59-4b09-5cd6-c1b223565d16,COMP,25000,,250,,
515a2af2-23b2-4462-d45e-8eb8af0a1c70,180d9718-7d59-4b09-5cd6-c1b223565d16,RENT,1200,,,40,30
4f42554e-d235-4bc0-9311-c59bc29a3983,90036fe3-6add-47a2-8b2b-231357953aa3,COLL,50000,,1000,,
98bb6253-e7ea-4ba0-176f-201b0c6ca010,90036fe3-6add-47a2-8b2b-231357953aa3,COMP,25000,,250,,
