claimant_id,person_id,claimant_type,demand_amount
2d76b927-287f-4436-7892-24482779ebea,80d9f6ba-a939-4a3d-d641-f488a877a0f8,FirstParty,
6f6052cd-9893-44e0-03c9-04fb706fc304,6ca75355-2145-4fd9-331c-c1497fc2c914,ThirdParty,
de306ded-8691-45e7-1b89-e9c3895ee151,050d01f5-27a3-4dcb-522c-f5283125f4a0,FirstParty,
94746f2d-a7d2-4dc8-8aba-193288b8e9b5,0645ad96-873c-4f01-0119-f74cf60519e2,FirstParty,
7bf87ffc-e6ef-4348-43dc-18e47127ae4d,c4eaaf57-1985-4f7f-2cb7-2dc1db7fc5a7,FirstParty,
f35008ee-a6ed-4221-e477-fafdfdbd0d36,20a3e4cd-d3d1-46c3-e887-1beb85a165ce,FirstParty,13098.8
0bd21bcf-0327-4046-5925-842fb82b16d0,69fe6d37-e5b3-447d-b55e-b13ca0e26e30,FirstParty,
b98be46e-5ec3-40b0-e5b6-b5e838b5e392,7d54d6d2-b0f5-4ca5-0977-23e62dbdd880,FirstParty,
051064d8-f14b-4e58-1a7e-f5e0418b960a,20201d3c-85f8-4c93-2819-8718fb8ec2d5,FirstParty,11117.43
d1053161-3a5e-4d4c-cb4e-a30095abf01f,3a4de816-47e7-47eb-a685-95fc5e4a8557,FirstParty,
b05e18a5-8c07-40c3-904a-e23a615d18c9,87df1440-0358-4174-a5bc-fb984d1c63f6,FirstParty,
03464426-6506-402e-a14f-767d0bb8795f,56cd6ac4-7dff-4be2-1c05-e48962b0b864,ThirdParty,
fa37ed2a-669d-4830-15fd-386aabe727c0,b9aeb31d-3aef-434f-1962-2568a6513c4d,FirstParty,
ae8b38aa-2b18-4031-514f-cc80aa3c4f9a,30ab375a-d452-47bd-cac7-7a2ca740301a,FirstParty,10916.09
339ac9da-fee8-4108-c2bc-d0739306ffd1,6b2c3c08-b621-42a5-dc95-0f11c7a544fb,FirstParty,
dd697490-67c6-49c7-bced-f2e3d0f38c1c,9e3bc682-2642-4df1-95ec-60b27da85e63,FirstParty,
e3c3656f-68e2-4f89-6220-2e93c81293df,a0775ef2-8c41-45be-7e9a-29bf23f46860,ThirdParty,
961d074e-228a-478c-352f-30e13c7818e1,bbce74d2-b270-4b76-2afd-2c350d687c94,FirstParty,
dbd10166-3b15-4425-9ca6-8a6f7d9d3b15,35b1e312-1279-4773-9ea7-d90f699cf67f,FirstParty,9828.07
ecee6b52-0780-4245-8ff1-4d4575f6699f,96b130d1-86eb-46e7-1ae9-ce51f4b5deb9,ThirdParty,
c43f2395-dce7-4553-3f59-7f5ae19cfbca,8a48fdca-d462-42f6-d1c7-a29c5ba2f192,FirstParty,
b76f17d1-e071-45b0-9e62-1d35eef421ed,87f92835-814e-4e4d-fb92-4841089f9681,FirstParty,5266.55
b1d0f4ec-9e93-4950-fa00-0f0da2c31ad6,ee56860d-1045-478d-8e09-2e0de99e7a0e,ThirdParty,
783e251f-e92a-4d34-621d-133fe5d3c6bb,3aa01b6e-81ba-440e-593d-94997854b6c5,FirstParty,3739.89
c526777d-47f7-4e83-e998-3bfe62f63494,b9aeb31d-3aef-434f-1962-2568a6513c4d,FirstParty,
58b6e8ab-0b42-4327-2ba6-b6c6ad3224a5,bc3861c4-3621-4683-adae-2012ebf9b45e,FirstParty,
9288d3f1-4137-467a-2406-a59aa5743815,3e15ce33-fb85-4083-0a25-4bcf1fa67fa5,ThirdParty,
96210658-7fa8-4c09-83e1-72ed04445b6b,d247e621-715a-422a-0dd5-edb7b6b68fd6,FirstParty,
10b997ef-6ad4-4192-9656-d47853c765db,f0987c5e-0b74-4e97-6577-a526f2d40c56,FirstParty,
fc749215-1571-4943-dfee-dd9545ead3f2,b743d060-9523-4e55-ddfa-7f0e3c57a23f,FirstParty,
7ba89e32-9ce8-48bf-2072-95c6c018ac7b,d4e6be1f-005b-45ef-95af-70559d2005ae,FirstParty,
87558642-42e0-4598-e495-730846a26629,35fdf7e0-faba-48c5-7ad0-5bb85cefa8d4,FirstParty,
238a1dfc-10b6-465c-f854-3ccd88639eeb,174457e9-0c27-4046-768d-788a037347d2,FirstParty,
29171963-7a81-401e-bec7-bcd307333152,174457e9-0c27-4046-768d-788a037347d2,FirstParty,10297.76
77350876-6e44-4684-4603-0b6f627ce95a,ccdd2470-95ac-4c9e-3f46-25fbe137cc5f,FirstParty,
d67cf8a3-58d5-46b7-85cf-345093b5b906,ccdd2470-95ac-4c9e-3f46-25fbe137cc5f,FirstParty,
a3580ee5-811d-4edb-9efe-2199c536265a,5f037af3-38ae-4adc-616b-4d74097215a8,FirstParty,
1ede6406-2cbb-467f-7891-498c392580f4,5fba043c-ae9e-4726-9050-95204f93abea,FirstParty,
b5304ace-0c9f-4b82-defe-38ec7c696f5d,16cdf939-c39e-4de2-953d-c7d9c939193b,FirstParty,
ca733c0a-8a21-4fb8-6411-d567a9f3b05d,da584863-6f77-4cd9-badd-8a53ae7bcb16,ThirdParty,
6aa97803-6953-4a60-dcf1-099c621f5825,7f780f35-af0e-4c3f-477a-621e1029039b,FirstParty,
b1be7969-98cc-4a5c-729a-d27744c94175,4e02f29d-cf60-45cf-e596-b634718ec68d,FirstParty,
da93ce7c-65b8-44df-674b-2e1660d31d15,91687eb7-41a5-4bad-1a17-4c8d85cfca36,FirstParty,
5d4c2ede-1928-4e77-e203-ff0d2a31599d,ff86c0c6-1cf5-42f0-fb5b-d8057985ecd7,FirstParty,7342.42
2e9c7abd-e2f3-4e18-eece-cbecf5cb599f,96f93542-3ead-40b4-c857-7210347a12d2,FirstParty,
fdf0e593-37ef-4ab6-1aab-9a6234cd450e,ba465a63-74a7-4bd0-9bc2-b4b95e4b28ef,FirstParty,13650.55
df9d8ca2-0da2-4aca-b498-37d1b820bbf7,f467a414-299c-42d0-3b54-cdf4969b3c9e,FirstParty,
7b591052-106f-4dcf-9304-2d6cbbffa801,cdf98f41-9c85-4352-1d99-36a483eed654,ThirdParty,
18dcc7f0-7b2c-436f-c791-7b4070fc90ca,92b42e3c-58fe-4f77-1e8c-8130d6e930a9,FirstParty,
4fddad15-af83-4d53-ae1a-b991cd5b1f64,9e3bc682-2642-4df1-95ec-60b27da85e63,FirstParty,
81514d4b-d1e9-4956-d6d9-5cea094f38fe,8da9933f-d0df-475b-3dad-566d3ff17345,FirstParty,
313a932e-ca5a-4377-acd5-c2fbf4b8b2b8,9ec41ebe-5cc5-407d-4b9e-7c6235a96c6a,ThirdParty,
de5de096-fbd4-48d8-9a23-086d73e0e45a,67a6bb11-7a2f-4dbe-1b2f-129be7310bd0,FirstParty,
3841d575-0b78-43f3-e5cc-2ddfe031941f,57d836de-2d6c-4463-c2e0-66dc51b91b61,FirstParty,9079.87
d6ddcca3-bff5-4c1f-049c-dbc4de3538e1,e41e746d-5f00-4c6e-771e-260a435303da,ThirdParty,
e0d9eb60-aa31-4527-c277-289d37a081e5,eb7dbdd0-d7f7-4851-6b67-63b0be19b6e5,FirstParty,
80436c8c-505e-4ade-2ccc-9051a88f2930,36bfc2ec-779e-4651-d473-551f52ce07c7,FirstParty,
9cef960e-e564-4978-be64-79d22c367f01,7a9da7b9-bff1-4173-c56a-6b092e61c30e,FirstParty,
7dab8238-a379-43e3-d926-7c1303cffa2f,8da9933f-d0df-475b-3dad-566d3ff17345,FirstParty,
da813bdd-3bc9-4b74-b417-f79c38b10764,3f5eccbc-1e42-49fb-ff00-3f6f27c75988,FirstParty,12366.67
e9fd6e37-6560-43e8-76e4-779eea3035bc,c4eaaf57-1985-4f7f-2cb7-2dc1db7fc5a7,FirstParty,
763eacb0-33f6-46b3-d95a-d57ecdf9dbf8,09aa27c6-76c0-4494-e517-b8c564e42a90,FirstParty,
683cdfde-d42a-44f4-0cea-f5474b974135,c6501573-6774-4577-598b-66e28a3c2d51,FirstParty,
a5957be6-7823-4b80-774b-29ecb2928b2e,7d54d6d2-b0f5-4ca5-0977-23e62dbdd880,FirstParty,1258.86
d4956316-aaa0-42c8-0d34-429d560c094f,6ca75355-2145-4fd9-331c-c1497fc2c914,FirstParty,3696.36
d4448907-318a-4ac4-0653-c81ef8d2cd01,2d1def22-9438-4e09-1895-89f40223acb3,FirstParty,
7f9d9be3-8532-424a-a205-6f1d5c56df52,7fe5d937-8787-47cb-6162-06a5fe2bd22e,FirstParty,
f1a91b87-1d9f-43ca-9061-fa050d67958b,8df4c56e-26eb-44ed-9714-935e37b01972,FirstParty,12566.03
3a4c2880-b49b-4abf-1460-aca672112697,4e02f29d-cf60-45cf-e596-b634718ec68d,FirstParty,
086a8c9a-302d-4862-f533-3a3ba6f012d8,a0775ef2-8c41-45be-7e9a-29bf23f46860,FirstParty,
f09cd40e-aa2f-49de-1581-ea399fe9dd70,b743d060-9523-4e55-ddfa-7f0e3c57a23f,FirstParty,5211.17
a15951d2-0400-475b-f53a-2cefd5c93358,7c472bea-46b5-4939-1075-72a6078112ad,FirstParty,
4f73cbd2-2115-4282-5f71-20b8febadf01,025633d9-2661-41bf-dd11-6d62ba5ad689,FirstParty,6552.22
98a200f1-eb15-4681-7cc9-0f538bd8b987,86de39cd-04d9-47da-4008-65a95ae52274,FirstParty,
d09a0688-a6b8-4237-1feb-7757b8d1ec36,7a9da7b9-bff1-4173-c56a-6b092e61c30e,ThirdParty,
cb8ddef7-5e49-49a8-7d3b-5a6094b51a98,2fb319e6-68a7-4f61-4de3-f11a9ed6e49a,ThirdParty,
4ed5dde6-1399-4df3-130a-d6f628d5e300,3e15ce33-fb85-4083-0a25-4bcf1fa67fa5,FirstParty,
58de6b9d-ee91-4b0b-f12c-54c0111a26da,eb7dbdd0-d7f7-4851-6b67-63b0be19b6e5,FirstParty,1089.38
ae59165b-6a7f-4476-43b5-ebf1852dca3b,7d54d6d2-b0f5-4ca5-0977-23e62dbdd880,FirstParty,8028.56
628e384c-e4fd-40e9-ea9e-b3b322ecf2c2,67a6bb11-7a2f-4dbe-1b2f-129be7310bd0,FirstParty,
5728c406-2a19-4c6b-40ce-3b158a834ac9,69fe6d37-e5b3-447d-b55e-b13ca0e26e30,FirstParty,
07d9bcde-52c8-4857-edd2-0fd1aeadc3c1,5148ae27-25ac-4d1c-5eaf-473b8c740d22,FirstParty,
0d137337-7bde-4d68-d1d4-793e451fe4bc,16cdf939-c39e-4de2-953d-c7d9c939193b,FirstParty,
73fefcc2-7a9d-4ff9-0a57-080cb243f970,7c472bea-46b5-4939-1075-72a6078112ad,FirstParty,
1ebc54fb-fd8f-4a95-28f2-10292d0264ca,cdf98f41-9c85-4352-1d99-36a483eed654,ThirdParty,
52b993ba-d7d3-4c37-cb28-44fa66ed0cd8,20a3e4cd-d3d1-46c3-e887-1beb85a165ce,FirstParty,
