visual_evidence_id,evidence_id,damage_id,modality,confidence
583bb552-45c7-4ec5-411f-1be700723a43,692cc09b-3412-44c0-8c1f-0924b1f504bf,68a39dbb-ed04-42ca-8ae1-edabc8ba2c0a,image,0.75
a6e51445-6bd9-49a6-92f8-dccc5f671a2b,d2286856-0ef5-4901-d65b-117cd8942d78,c36988cf-1c5f-40b4-69ef-8b8eae90f999,image,0.88
aa79db30-584c-4c31-ad58-c50039117920,26ccd3b4-c31c-4021-fa4a-954fa8ca171b,09035d09-7e36-455a-e9e7-489de529c41e,image,0.98
c1776096-7f37-4420-1241-ef9852c31cb6,5c985da6-1e65-4211-7559-3ab2e5f34bbd,be9a85a5-dc46-4599-3e4c-0736fcdc69a5,image,0.92
986f2442-5e7f-42fa-48e2-9ef7fdf4bda1,e0ca2eba-fda3-4892-8674-43d39bb1fa6f,1714ce67-9869-4470-0abf-94a0951af0ad,image,0.73
eaec2658-8f99-402e-d8ab-0b1805d6aa50,4b2be39b-8ca4-4b65-4eae-7e717b92f0ce,d51641d2-20ee-4a80-445b-b2fad6952863,image,0.78
f60f3518-882c-41c0-cc95-3a87ce874b13,8c34b036-2efc-4299-e207-ce4065893640,621dec69-12f2-474b-84b5-770b7751f82c,image,0.85
be8a8b2e-d39c-40a3-10a0-769f28d9fd35,fc3882e7-64f0-4181-b6ee-91fee02b60e9,5e3aead3-2aa8-4e7f-bb7a-52d2c5a3a4f9,image,0.92
c5f7d8ef-d4b9-4f21-3ec1-e854faf9d714,f033d280-2835-411f-a9c5-411121b232a1,c2734e04-cf3e-4221-19fc-9abc5bc1558d,image,0.71
97032c95-2dd4-46da-485b-103ec491ae24,3d32fb62-0155-46a5-1528-285c75d92c35,514af388-9f0e-484f-668d-8165dae3bae8,image,0.95
3c324721-72d5-45e7-a74a-1a9d1266b736,00a0ef02-9fcf-42ed-551c-7a92f1b70f5d,abe54558-cba1-4f77-2f0e-864420e5ff9b,image,0.79
2cc17021-d4f7-4723-7fdf-2797344e8016,6dd639d8-0cd4-488d-9326-45731778b36c,d64228f5-2e25-4244-4655-a27ef662ac6f,image,0.81
6948bec9-32c0-411f-d0a0-7bf8862eddff,b5caa231-d360-4d3d-02a1-e35758457630,76576536-33de-4fb0-6021-fdfebf87e0bb,image,0.92
1138d55a-d572-41b3-e05d-2b91df0877e5,7f2e492f-7bc4-47a9-b714-f5c0bdb9d490,abe3b122-f3fa-4651-9932-17856de423a4,image,0.79
bf4761a9-9bcb-46e5-452f-a0a0a9d7c375,1d8d638e-5f5b-44cb-741c-ccefcebe3bda,973c9a3c-222c-450d-9cd7-dbcfa2a1580e,image,0.97
7b0b1681-3cd4-4844-7b3a-c1d091cb7576,ebc5d831-4ae5-4b0e-208f-78e7c44add3a,695273bf-5656-4020-fe15-f583ac2a0c70,image,0.83
a0457203-8375-4027-05d7-9f09a6202ad9,709cb87b-63ee-4f2c-739a-8b544a57101b,c8a0e03a-811f-4ed2-0427-75e1593f3e11,image,0.75
63f202f8-7f7a-4fe7-0bd6-baff8240996c,3edcce69-79e3-40eb-8cf4-52aa07fe0cb0,97d641ca-b1d6-4b67-7a8c-a8e454c86891,image,0.94
52df929c-63a0-4606-18cd-fcbbcfa9ab20,956e8943-55bf-4045-2d38-38a978d86db9,a22863d3-5485-41cb-fb0d-46856fd3fc44,image,0.93
6dbf66c9-835c-49fc-29d5-170203ecf23d,eaa3514d-7ecd-488c-d83d-69f96ce56f0f,f01ba748-1223-48b0-e010-27d902b504c7,image,0.73
79faebb9-3403-41d2-959f-9486dfe465fc,5257a340-09b9-4e5b-40b8-2d860d76f2a6,9f6b7373-3d31-4c3c-17f5-ca50a347fd44,image,0.96
63446d48-1a27-459f-8639-3bffa1121351,03684fef-3540-4dfb-b31d-94fd8b3de4b4,e6980db3-bcb5-4246-57a7-c3e198434467,image,0.72
800046d0-beda-4a8b-7c27-a9e06ad84305,d0bb3980-5921-42ba-66de-28119e1a4969,fae2f71c-9e87-4281-039d-e03d2873e4e5,image,0.87
8c645fa8-a5bf-4ca5-b074-e0445b98fc78,9fa34968-7b3a-44f8-5f3a-4da6e353c613,d5df078e-46da-40ad-b0d3-ae61ba29c431,image,0.86
779a60e9-ec9a-4135-d0ee-736e0717202f,80454c64-a2f6-4eda-1cd8-23b117dfa723,f8608825-90c7-4fdb-1415-8fa8e2438f0a,image,0.86
f05680f6-a949-48b5-1929-30feb49c845c,08b18466-b2fe-46d5-9616-f33e90f7b194,29ec0c01-29ca-458d-eaed-6ebe501a27c8,image,0.87
7d0913ff-7ca3-4571-b846-22d1ffa89651,1478f6ec-2dec-4ea0-6d2f-222a7586acb2,e64a2e2a-29af-4c1c-6484-55973db4f65a,image,0.73
5abec13f-9ae7-4f00-6f87-1efadfc4207d,bac964b1-abfa-48c4-0a2c-bf6ba30d4c4a,037f98b2-5b2b-4065-39cf-56123de95d94,image,0.77
82d48161-ce67-47e8-ef7b-cee7e994d4c4,350dd228-e814-406c-cb71-aff5e26c7fee,d57f9b3a-9638-456e-4b13-7b69056cb8ed,image,0.74
b841ec37-3840-4fcb-31a4-8c1bc3b1dce5,802743aa-4efe-4237-f47c-3ffb186a64a7,17594ccb-1643-4a6d-7e26-048353b88484,image,0.77
235806c8-20e4-4bbe-3c17-c6ae03c31ca5,bb555f60-e3a7-4fcc-0786-33c60d8a74ec,75fb702d-ded2-4b40-7a06-2a266c6413e0,image,0.74
b5808fe3-f702-4294-0710-c62f1d7bedd3,94809a0e-2053-40d8-62a2-2a577260c8c7,ec62a924-0a35-4118-38ca-f1f7c9ed7be5,image,0.86
71994485-4e80-443e-5d0c-aa6d6f5fa61e,74a6c754-038c-471c-7324-4bab8dd5771a,ea22215b-7212-4d2e-4fc9-9cedf1bb3900,image,0.93
b3fd29c3-9539-4fea-74e3-d633f67dfdfc,47c27ca4-2027-4716-266b-34acf1b9e1cd,6709ef1c-e10e-4d27-e73b-68421e916568,image,0.74
fba544a1-1913-4c3e-a49b-c328be2842c0,f29c3980-fa18-4b8a-6440-d314f6b8ff53,4f27a773-ba53-4ed6-1284-7b36074a4814,image,0.84
9058660d-21fe-4f5b-205a-63c8ae3a98bf,d2c5c2bb-395f-47e4-f163-c9de6251bba3,e21f0e61-d96d-4145-558e-55da6fd8be1a,image,0.77
59dc44cf-cbfa-4f64-d2b9-62d49300ceaf,82b18914-7045-4b7e-7753-feed0caacec9,60957a11-b013-4d4e-b2a2-3d53504f7ba0,image,0.81
5b18c141-51e0-49c9-19dd-c728670173e0,5e1676fc-21de-44dc-3cdf-d2076f3b20c7,18975a77-9b47-45ae-3c19-f9072892d4c5,image,0.79
d3746d06-94f0-41bd-d406-a6325f840819,696bbdd7-6ce6-4ed6-4502-8c4d3d93c41d,889a7fac-5c0d-4954-564a-b417ee21578f,image,0.75
a2b8fed9-c67f-4225-66bb-9cc54c1b087b,6df77b1b-baed-4c7a-ce3a-3d6f8ff703f4,7be91246-61e1-4070-6f64-1fd51e10ac8a,image,0.97
10f9f330-9eb1-42ec-9a51-88e478da2134,002a877a-9d75-42b0-7761-c4d599bac233,7f26a15c-d056-4da1-7bd4-6d541a925985,image,0.75
8ffa1b3f-626e-4aa5-b99e-39c73af21972,22abcee1-14c1-41a2-aa4b-5d76e827242f,8e082def-c87c-4160-3298-78e6b740a95d,image,0.85
