term_id,policy_number,effective_from,effective_to,premium_total,rating_tier,status
8f7960f9-c47e-4013-3a44-54b965e28d38,CA-AUTO-2025-1021,2025-09-03T00:00:00Z,2026-09-03T00:00:00Z,2152.88,Pref,InForce
28f5dd39-124d-4cea-f7b4-003046ad9c27,CA-AUTO-2025-1091,2025-08-22T00:00:00Z,2026-08-22T00:00:00Z,1401.68,Std,InForce
8398b676-5fa8-4d2f-a9e4-51d959290b98,CA-AUTO-2025-1031,2025-09-13T00:00:00Z,2026-09-13T00:00:00Z,1160.6,Pref,InForce
595c9017-8888-4032-9cb1-70709af072e6,CA-AUTO-2025-1058,2025-08-16T00:00:00Z,2026-08-16T00:00:00Z,1349.06,Pref,InForce
037cc312-78f7-4071-9b65-90b60316c186,CA-AUTO-2025-1067,2025-07-23T00:00:00Z,2026-07-23T00:00:00Z,1644.29,Pref,InForce
166e350e-cfa3-4f4e-19fd-8c2041d71518,CA-AUTO-2025-1016,2025-07-23T00:00:00Z,2026-07-23T00:00:00Z,2392.63,Pref,InForce
6a7d2606-73dc-4f6c-d01c-eaf2ab8015a7,CA-AUTO-2025-1089,2025-08-02T00:00:00Z,2026-08-02T00:00:00Z,1829.1,Std,InForce
a530d891-2dd5-4550-3b9f-850503bad31a,CA-AUTO-2025-1010,2025-07-16T00:00:00Z,2026-07-16T00:00:00Z,2025.61,Pref,InForce
e28e97cb-97b4-46e5-a1c8-57a3cf539642,CA-AUTO-2025-1024,2025-06-08T00:00:00Z,2026-06-08T00:00:00Z,1741.65,Pref,InForce
ff223bb0-6cf8-494c-5e3f-ea542178fa3e,CA-AUTO-2025-1052,2025-09-28T00:00:00Z,2026-09-28T00:00:00Z,1446.83,NonStd,InForce
4ed85541-1071-4d3c-3871-c9ae747ae88b,CA-AUTO-2025-1107,2025-06-14T00:00:00Z,2026-06-14T00:00:00Z,1095.13,Pref,InForce
2fe44875-5cbd-482f-9813-08bfff6411b1,CA-AUTO-2025-1113,2025-06-13T00:00:00Z,2026-06-13T00:00:00Z,1814.98,Std,InForce
5dcf670d-43a1-4801-d779-6d1a4e086155,CA-AUTO-2025-1003,2025-09-21T00:00:00Z,2026-09-21T00:00:00Z,1651.48,Std,InForce
94453687-cafd-4b11-109d-3f9a592b868d,CA-AUTO-2025-1004,2025-07-16T00:00:00Z,2026-07-16T00:00:00Z,1438.71,Std,InForce
e6d7a7ae-f3b0-4b4f-8cd1-6e8d7cd80f40,CA-AUTO-2025-1022,2025-07-08T00:00:00Z,2026-07-08T00:00:00Z,972.54,NonStd,InForce
69bdfcd2-05d0-4ed5-0510-a17d4d8f87df,CA-AUTO-2025-1002,2025-09-09T00:00:00Z,2026-09-09T00:00:00Z,1942.44,NonStd,InForce
00bea415-91ff-4912-738a-a62900690ad2,CA-AUTO-2025-1011,2025-07-27T00:00:00Z,2026-07-27T00:00:00Z,921.53,NonStd,InForce
fe64f3dc-a508-4beb-49eb-2d9ce8bc5c89,CA-AUTO-2025-1054,2025-06-09T00:00:00Z,2026-06-09T00:00:00Z,1849.12,Pref,InForce
a2435510-9bf4-410c-ce6d-01559a3ed4e5,CA-AUTO-2025-1018,2025-09-25T00:00:00Z,2026-09-25T00:00:00Z,1347.01,Pref,InForce
78acaa7c-42e3-413f-5997-ee31e9298961,CA-AUTO-2025-1011,2025-06-02T00:00:00Z,2026-06-02T00:00:00Z,1004.68,Std,InForce
3affd314-e909-4f39-4142-20c9e5621fd0,CA-AUTO-2025-1086,2025-08-07T00:00:00Z,2026-08-07T00:00:00Z,1988,Std,InForce
19991699-8290-4354-5417-5c247fe99189,CA-AUTO-2025-1061,2025-07-23T00:00:00Z,2026-07-23T00:00:00Z,2213.98,NonStd,InForce
df3ef903-2d0c-4849-6a70-f8ea361ffb2d,CA-AUTO-2025-1050,2025-08-05T00:00:00Z,2026-08-05T00:00:00Z,1998.83,Pref,InForce
0435ab27-f7ab-4e82-986a-85d5048bbda6,CA-AUTO-2025-1013,2025-08-22T00:00:00Z,2026-08-22T00:00:00Z,2311.07,NonStd,InForce
7edc0b09-dce1-4051-7d63-4b8f5afed2e9,CA-AUTO-2025-1056,2025-09-14T00:00:00Z,2026-09-14T00:00:00Z,2172.44,Std,InForce
11d5dc59-1f1c-4040-8d4c-8baff2844314,CA-AUTO-2025-1011,2025-07-04T00:00:00Z,2026-07-04T00:00:00Z,1303.88,NonStd,InForce
b5297eae-0cd6-4fb4-438c-22dc1c722f01,CA-AUTO-2025-1001,2025-07-29T00:00:00Z,2026-07-29T00:00:00Z,1921.01,NonStd,InForce
c150944e-f3ee-4727-a8f0-8db571aaf768,CA-AUTO-2025-1045,2025-08-20T00:00:00Z,2026-08-20T00:00:00Z,1234.03,NonStd,InForce
f56c1b50-e177-46d4-21ee-0439aac9ff5b,CA-AUTO-2025-1000,2025-08-21T00:00:00Z,2026-08-21T00:00:00Z,1390.11,Pref,InForce
01f81624-ab59-4339-6596-439f2b95851b,CA-AUTO-2025-1030,2025-08-04T00:00:00Z,2026-08-04T00:00:00Z,1696.54,Std,InForce
018ed8f5-5dfe-4fb4-d6e0-8dad8ec951d9,CA-AUTO-2025-1099,2025-08-30T00:00:00Z,2026-08-30T00:00:00Z,2184.81,NonStd,InForce
c5f0098c-3a6c-4bd4-de7a-7de48a7b305d,CA-AUTO-2025-1100,2025-07-05T00:00:00Z,2026-07-05T00:00:00Z,1631.09,Std,InForce
a5499b17-d841-4fc8-89b8-13f7e6703946,CA-AUTO-2025-1063,2025-08-25T00:00:00Z,2026-08-25T00:00:00Z,1132.49,Std,InForce
cdd34508-3dcf-4874-8c3a-63f0f72f0e08,CA-AUTO-2025-1079,2025-06-07T00:00:00Z,2026-06-07T00:00:00Z,1346.16,Std,InForce
96901225-38fb-4ac1-499a-9416fbfde533,CA-AUTO-2025-1075,2025-07-19T00:00:00Z,2026-07-19T00:00:00Z,1643.72,Pref,InForce
48229e6a-426d-4282-68aa-d868bad702ca,CA-AUTO-2025-1091,2025-07-07T00:00:00Z,2026-07-07T00:00:00Z,1721.94,Pref,InForce
5f61bcb2-8482-490e-e1af-9962f89ed4e9,CA-AUTO-2025-1043,2025-06-09T00:00:00Z,2026-06-09T00:00:00Z,1094.59,NonStd,InForce
292f01e1-f555-4264-bbc6-b85ea8d9977a,CA-AUTO-2025-1094,2025-08-03T00:00:00Z,2026-08-03T00:00:00Z,1083.92,Std,InForce
180d9718-7d59-4b09-5cd6-c1b223565d16,CA-AUTO-2025-1117,2025-06-24T00:00:00Z,2026-06-24T00:00:00Z,1993.73,Pref,InForce
90036fe3-6add-47a2-8b2b-231357953aa3,CA-AUTO-2025-1084,2025-08-07T00:00:00Z,2026-08-07T00:00:00Z,2346.28,Pref,InForce
f0aefd92-b3d3-48bb-e5d4-362b60d7d279,CA-AUTO-2025-1068,2025-09-07T00:00:00Z,2026-09-07T00:00:00Z,2311.61,NonStd,InForce
707cd794-c6c9-4b3f-16b1-7896d1d8b4b6,CA-AUTO-2025-1040,2025-09-13T00:00:00Z,2026-09-13T00:00:00Z,1796.4,Pref,InForce
b65cbbea-51e3-4367-b215-9d4d5046c25e,CA-AUTO-2025-1005,2025-08-14T00:00:00Z,2026-08-14T00:00:00Z,2270.36,Pref,InForce
942507ea-8f2a-48ec-c3e6-ac11ce143ed7,CA-AUTO-2025-1077,2025-09-15T00:00:00Z,2026-09-15T00:00:00Z,1090.6,NonStd,InForce
013961c5-9a61-43b7-4f5f-bb5d0fb56535,CA-AUTO-2025-1020,2025-07-19T00:00:00Z,2026-07-19T00:00:00Z,1764.56,Pref,InForce
a14ce628-6114-4c7e-b07c-fa8f61d9c727,CA-AUTO-2025-1020,2025-07-30T00:00:00Z,2026-07-30T00:00:00Z,1150.04,NonStd,InForce
08c2b452-d923-45fc-6809-9dfda38cbbe8,CA-AUTO-2025-1032,2025-08-28T00:00:00Z,2026-08-28T00:00:00Z,1531.22,Std,InForce
6b28e3c7-e4ff-4541-3daf-fc78a6a02e96,CA-AUTO-2025-1009,2025-09-14T00:00:00Z,2026-09-14T00:00:00Z,1606.32,Pref,InForce
e5f87051-3362-4749-e191-f73a4292ca59,CA-AUTO-2025-1096,2025-07-09T00:00:00Z,2026-07-09T00:00:00Z,1193.38,Std,InForce
7174840f-e0a5-4641-3e97-e122158b5c5e,CA-AUTO-2025-1058,2025-07-23T00:00:00Z,2026-07-23T00:00:00Z,1424.63,Std,InForce
8c4c0a9c-e9e0-464d-5533-05575a0b2c28,CA-AUTO-2025-1013,2025-06-11T00:00:00Z,2026-06-11T00:00:00Z,1319.77,Std,InForce
a1e44c62-b0cf-484a-e1b6-2272f424170f,CA-AUTO-2025-1043,2025-08-12T00:00:00Z,2026-08-12T00:00:00Z,1024.62,NonStd,InForce
5c462069-a0de-417b-2b00-8e8b95da14ff,CA-AUTO-2025-1005,2025-09-21T00:00:00Z,2026-09-21T00:00:00Z,1208.38,Std,InForce
9483702a-c9ab-4e9e-ba03-7000708d3e3c,CA-AUTO-2025-1043,2025-06-18T00:00:00Z,2026-06-18T00:00:00Z,1382.71,Pref,InForce
dbc619c6-3abd-47ff-d5e3-3b2a21646ad1,CA-AUTO-2025-1051,2025-07-27T00:00:00Z,2026-07-27T00:00:00Z,2293.77,NonStd,InForce
5a558f38-0367-4401-e137-55198a618c60,CA-AUTO-2025-1023,2025-07-23T00:00:00Z,2026-07-23T00:00:00Z,1666.54,Std,InForce
24204048-f0ae-45c2-1660-ac087921bc6f,CA-AUTO-2025-1013,2025-07-21T00:00:00Z,2026-07-21T00:00:00Z,985.83,Pref,InForce
b00030f3-694e-4d47-b33b-3bffa0a9435f,CA-AUTO-2025-1104,2025-06-22T00:00:00Z,2026-06-22T00:00:00Z,2288.97,Pref,InForce
5c19f660-eddf-4919-ff71-8453e03e8ad8,CA-AUTO-2025-1002,2025-09-05T00:00:00Z,2026-09-05T00:00:00Z,1486.78,NonStd,InForce
67a76ae5-6ee0-4302-dc1f-86fa186ebe73,CA-AUTO-2025-1037,2025-09-24T00:00:00Z,2026-09-24T00:00:00Z,1872.44,Std,InForce
b865c157-a75a-4a73-1091-547aa940eea4,CA-AUTO-2025-1104,2025-06-17T00:00:00Z,2026-06-17T00:00:00Z,1883.84,Std,InForce
998c7dec-ecef-4ca3-3e57-d201c0e41ad2,CA-AUTO-2025-1069,2025-06-19T00:00:00Z,2026-06-19T00:00:00Z,2120.45,Std,InForce
55786be6-34d7-4b5a-ba68-06362721a8f2,CA-AUTO-2025-1029,2025-07-09T00:00:00Z,2026-07-09T00:00:00Z,2055.31,Pref,InForce
f06a7b39-0334-4bae-ac8a-0311dd997ce2,CA-AUTO-2025-1066,2025-09-03T00:00:00Z,2026-09-03T00:00:00Z,957.97,Std,InForce
becf7244-872e-478b-2db8-c3de0da7ba86,CA-AUTO-2025-1028,2025-09-22T00:00:00Z,2026-09-22T00:00:00Z,1778.92,Std,InForce
116ef7e0-7305-4273-daba-9fc83bbb37df,CA-AUTO-2025-1095,2025-09-17T00:00:00Z,2026-09-17T00:00:00Z,1927.38,Pref,InForce
ff708536-549e-4ef9-389c-853d5d07082c,CA-AUTO-2025-1021,2025-09-09T00:00:00Z,2026-09-09T00:00:00Z,1389.21,NonStd,InForce
90f3c553-3360-4d03-dcd5-e9e099bcd1eb,CA-AUTO-2025-1101,2025-08-29T00:00:00Z,2026-08-29T00:00:00Z,1520.15,Pref,InForce
b47f10f4-7c09-45fd-d4e5-f779ad8d3f76,CA-AUTO-2025-1087,2025-09-26T00:00:00Z,2026-09-26T00:00:00Z,2173.91,NonStd,InForce
c5ace505-5079-408e-587b-e18d451a782b,CA-AUTO-2025-1102,2025-07-16T00:00:00Z,2026-07-16T00:00:00Z,1820.64,Std,InForce
5f418fed-4743-42af-c280-b9310ef4ce45,CA-AUTO-2025-1103,2025-08-20T00:00:00Z,2026-08-20T00:00:00Z,1378.74,NonStd,InForce
6cacae55-a2c8-473f-4143-cf6662ae10f2,CA-AUTO-2025-1054,2025-07-03T00:00:00Z,2026-07-03T00:00:00Z,1075.44,Std,InForce
ac114033-d1bb-482c-095a-c887b3416fd1,CA-AUTO-2025-1084,2025-09-22T00:00:00Z,2026-09-22T00:00:00Z,1246.46,Pref,InForce
ccf861a8-b78f-47f2-788f-cd89b2be7f3b,CA-AUTO-2025-1096,2025-06-05T00:00:00Z,2026-06-05T00:00:00Z,1994.93,Pref,InForce
05b64460-cfb2-4e8c-0dc7-3d313c7dc144,CA-AUTO-2025-1088,2025-09-18T00:00:00Z,2026-09-18T00:00:00Z,1707.1,Std,InForce
c15461ca-1818-45b5-0a41-ce7d69f915f3,CA-AUTO-2025-1102,2025-06-29T00:00:00Z,2026-06-29T00:00:00Z,2051.06,Std,InForce
8020f232-19b0-41ff-66cd-248b62ae77cc,CA-AUTO-2025-1119,2025-09-04T00:00:00Z,2026-09-04T00:00:00Z,1361.1,Pref,InForce
9e98b4e0-9b3a-4fa1-95cc-33ac4826a9be,CA-AUTO-2025-1044,2025-07-12T00:00:00Z,2026-07-12T00:00:00Z,2344.2,Std,InForce
73363ed3-7e00-45ff-4c6e-3fbfbfa69bd9,CA-AUTO-2025-1085,2025-07-15T00:00:00Z,2026-07-15T00:00:00Z,2241.58,Std,InForce
491e942c-150f-4180-9b96-877c8b1dda44,CA-AUTO-2025-1068,2025-06-25T00:00:00Z,2026-06-25T00:00:00Z,1673.52,Std,InForce
f89ba342-19d4-4dfb-12c0-a11be2090574,CA-AUTO-2025-1091,2025-09-01T00:00:00Z,2026-09-01T00:00:00Z,1218.55,NonStd,InForce
1798baa5-cc56-44d1-4bf6-e08b5ce9094d,CA-AUTO-2025-1080,2025-09-22T00:00:00Z,2026-09-22T00:00:00Z,1542.11,Pref,InForce
d65f4c20-810e-4434-1a6e-db330b607e16,CA-AUTO-2025-1097,2025-08-20T00:00:00Z,2026-08-20T00:00:00Z,1293.97,Std,InForce
cc1126f6-0799-4c81-c4e0-ee14d6d01bac,CA-AUTO-2025-1079,2025-08-23T00:00:00Z,2026-08-23T00:00:00Z,2030.41,NonStd,InForce
6038ce8d-4fdc-49c4-d21c-51acb50501c4,CA-AUTO-2025-1108,2025-08-08T00:00:00Z,2026-08-08T00:00:00Z,1602.07,Std,InForce
5d724335-347a-4025-06c1-ecddca45d21c,CA-AUTO-2025-1004,2025-06-16T00:00:00Z,2026-06-16T00:00:00Z,2054.23,NonStd,InForce
1f9e0de5-8c60-4aae-e613-6e6d7d8e325a,CA-AUTO-2025-1047,2025-08-10T00:00:00Z,2026-08-10T00:00:00Z,1239.91,Std,InForce
e44ac96d-4669-43f0-3133-bba21d73b544,CA-AUTO-2025-1055,2025-08-22T00:00:00Z,2026-08-22T00:00:00Z,2205.23,NonStd,InForce
9e996008-9411-46a1-5fe7-fd5023d7d761,CA-AUTO-2025-1003,2025-09-07T00:00:00Z,2026-09-07T00:00:00Z,1243.58,Std,InForce
74e68ada-c938-4105-cea4-fea2866e1500,CA-AUTO-2025-1044,2025-08-15T00:00:00Z,2026-08-15T00:00:00Z,1981.76,Std,InForce
4fc6f91f-49c4-47b0-091e-075add1594ee,CA-AUTO-2025-1022,2025-09-24T00:00:00Z,2026-09-24T00:00:00Z,2384.74,NonStd,InForce
e7f38951-b6fd-4424-0430-543f26addea8,CA-AUTO-2025-1011,2025-07-20T00:00:00Z,2026-07-20T00:00:00Z,1594.43,Pref,InForce
f797a8a8-765a-4518-a9ed-ee797821c4c2,CA-AUTO-2025-1050,2025-08-11T00:00:00Z,2026-08-11T00:00:00Z,1137.24,Pref,InForce
31666af4-101f-4eaf-02fe-4919a34897e7,CA-AUTO-2025-1052,2025-08-28T00:00:00Z,2026-08-28T00:00:00Z,1612.57,NonStd,InForce
77564029-9ca7-4eae-686f-1483270f86c2,CA-AUTO-2025-1004,2025-07-12T00:00:00Z,2026-07-12T00:00:00Z,1164.56,NonStd,InForce
7971781d-675b-4aec-c7cb-bb286f6d0991,CA-AUTO-2025-1084,2025-07-05T00:00:00Z,2026-07-05T00:00:00Z,1320.73,Std,InForce
829a6958-a888-43c1-309b-fb3983d185f2,CA-AUTO-2025-1103,2025-09-12T00:00:00Z,2026-09-12T00:00:00Z,929.19,Std,InForce
7b326c85-ceb6-4f6e-4059-4faa5cb8b5c0,CA-AUTO-2025-1036,2025-09-05T00:00:00Z,2026-09-05T00:00:00Z,2080.87,NonStd,InForce
4b48aade-d653-4bcf-09a0-3f14288c94b3,CA-AUTO-2025-1064,2025-09-21T00:00:00Z,2026-09-21T00:00:00Z,1938.92,Std,InForce
a0d74a71-80e9-4a7b-3a8b-ed7d871f57b6,CA-AUTO-2025-1023,2025-08-17T00:00:00Z,2026-08-17T00:00:00Z,2047.69,Pref,InForce
b2265d99-4c75-4e0b-c130-84570c5b95d9,CA-AUTO-2025-1055,2025-08-30T00:00:00Z,2026-08-30T00:00:00Z,1735.5,Pref,InForce
919e1cc9-af36-4d58-e498-dcaa38665cdd,CA-AUTO-2025-1034,2025-06-20T00:00:00Z,2026-06-20T00:00:00Z,2356.3,Pref,InForce
a6b63d6f-4231-4ac5-d129-ef22e5c64396,CA-AUTO-2025-1086,2025-09-16T00:00:00Z,2026-09-16T00:00:00Z,1033.69,Pref,InForce
663224b5-23b7-4851-e786-96ab1c092972,CA-AUTO-2025-1030,2025-08-21T00:00:00Z,2026-08-21T00:00:00Z,2359.2,Std,InForce
b8979cd3-6713-4700-a5aa-8a743598eeb6,CA-AUTO-2025-1020,2025-07-14T00:00:00Z,2026-07-14T00:00:00Z,2280.98,Std,InForce
271065f2-8732-4e70-a11e-5a38d1d3e949,CA-AUTO-2025-1010,2025-07-16T00:00:00Z,2026-07-16T00:00:00Z,1512.78,NonStd,InForce
818733e6-6178-46a2-984b-10cd8abc9110,CA-AUTO-2025-1022,2025-08-07T00:00:00Z,2026-08-07T00:00:00Z,1455,Std,InForce
31abb203-db0c-410a-e330-e3cf197ed0bd,CA-AUTO-2025-1089,2025-06-05T00:00:00Z,2026-06-05T00:00:00Z,1734.28,Std,InForce
113a03cb-0770-4ce5-2714-fb1020443293,CA-AUTO-2025-1047,2025-07-18T00:00:00Z,2026-07-18T00:00:00Z,983.37,Std,InForce
d78a6012-8f98-411a-3b10-59df15cc54f4,CA-AUTO-2025-1016,2025-06-03T00:00:00Z,2026-06-03T00:00:00Z,1488.26,Pref,InForce
f8a0087b-cdd2-489e-9abc-4e13abdd938f,CA-AUTO-2025-1008,2025-08-09T00:00:00Z,2026-08-09T00:00:00Z,1780.88,Pref,InForce
60efa8de-eea3-4162-a6a1-e2d52fb998c0,CA-AUTO-2025-1042,2025-09-28T00:00:00Z,2026-09-28T00:00:00Z,2324.92,NonStd,InForce
70f5604b-f87c-4e5f-d6f7-0bf3f300c441,CA-AUTO-2025-1107,2025-09-12T00:00:00Z,2026-09-12T00:00:00Z,1933.76,NonStd,InForce
09f2638e-b8ac-4f41-5c00-a8e6c8e12bc0,CA-AUTO-2025-1099,2025-06-26T00:00:00Z,2026-06-26T00:00:00Z,2240.09,NonStd,InForce
9fdcde87-db06-46e5-d039-0cff43fe2fb2,CA-AUTO-2025-1049,2025-06-26T00:00:00Z,2026-06-26T00:00:00Z,1238.82,Std,InForce
fb9e3e8a-17e4-4855-dc4a-365b3592dd4e,CA-AUTO-2025-1116,2025-09-08T00:00:00Z,2026-09-08T00:00:00Z,2060.31,NonStd,InForce
1699b9fd-42d5-4db7-4541-21ac967d2db3,CA-AUTO-2025-1057,2025-09-02T00:00:00Z,2026-09-02T00:00:00Z,1794.98,Pref,InForce
e333d053-64e3-426c-ba16-67290968ac4b,CA-AUTO-2025-1069,2025-09-27T00:00:00Z,2026-09-27T00:00:00Z,1276.22,Std,InForce
c3ec420c-8675-40d1-9245-7bd7e0f116e8,CA-AUTO-2025-1047,2025-07-19T00:00:00Z,2026-07-19T00:00:00Z,1786.78,Std,InForce
648fbe76-1a33-40f5-b3f3-2ae42343f68e,CA-AUTO-2025-1059,2025-08-27T00:00:00Z,2026-08-27T00:00:00Z,1810.18,Pref,InForce
725ab8e4-ad8c-4a61-4a6f-a88e7722cc37,CA-AUTO-2025-1116,2025-09-08T00:00:00Z,2026-09-08T00:00:00Z,926.52,Pref,InForce
b4786ee3-c0d4-4e6c-0a1a-02eda3618dfd,CA-AUTO-2025-1026,2025-06-16T00:00:00Z,2026-06-16T00:00:00Z,1603.67,Pref,InForce
69555ca5-ed51-4477-d88f-2391f8fef50b,CA-AUTO-2025-1028,2025-06-28T00:00:00Z,2026-06-28T00:00:00Z,916.56,NonStd,InForce
f7688621-b8ea-42a7-b05a-02ec537f25b0,CA-AUTO-2025-1042,2025-06-20T00:00:00Z,2026-06-20T00:00:00Z,954.25,Std,InForce
e2dd9612-d378-46ef-15ae-8de049cd23dd,CA-AUTO-2025-1004,2025-08-25T00:00:00Z,2026-08-25T00:00:00Z,2131.53,Pref,InForce
4105d0cf-fc3a-44c2-7c9a-af1a989a96f5,CA-AUTO-2025-1088,2025-07-24T00:00:00Z,2026-07-24T00:00:00Z,959.58,Pref,InForce
a510fb31-62e7-4c63-56f3-4a02c59baa7c,CA-AUTO-2025-1083,2025-08-21T00:00:00Z,2026-08-21T00:00:00Z,1149.77,Pref,InForce
2c658e85-236c-41ab-0bc1-48c23259cea4,CA-AUTO-2025-1042,2025-08-01T00:00:00Z,2026-08-01T00:00:00Z,1055.88,NonStd,InForce
85a07afc-bd40-4794-77f1-47b7581a63f7,CA-AUTO-2025-1099,2025-06-07T00:00:00Z,2026-06-07T00:00:00Z,1064.95,NonStd,InForce
